"sample","Species_code_sample","RT","MZ","PC_ID","TIC"
"DN732","M4_732",6.5377,273.0023,"M4_95",6554.99705265213
"DN732","M4_732",1.2431,280.9963,"M4_79",1211.32348052216
"DN732","M4_732",6.504,286.0708,"M4_1",11368.66716156
"DN732","M4_732",8.8473,287.0551,"M4_15",2327.2472481492
"DN732","M4_732",6.4987,288.086,"M4_1",6050.72175486249
"DN732","M4_732",28.9158,295.2273,"M4_110",608.652581636733
"DN732","M4_732",30.5423,297.1524,"M4_53",27089.6823964146
"DN732","M4_732",6.5058,298.9818,"M4_1",8959.86630320638
"DN732","M4_732",9.0314,298.9821,"M4_3",3096.15063905688
"DN732","M4_732",6.5103,299.989,"M4_1",9004.6071687953
"DN732","M4_732",10.673,300.9976,"M4_130",3920.88612913134
"DN732","M4_732",9.0201,300.9972,"M4_3",7250.22793285483
"DN732","M4_732",13.2852,304.0384,"M4_111",794.185878438612
"DN732","M4_732",14.5275,304.0396,"M4_99",821.338865081786
"DN732","M4_732",8.8226,305.0655,"M4_15",3698.61998667122
"DN732","M4_732",10.9328,315.0122,"M4_116",731.066698242188
"DN732","M4_732",10.9939,316.0198,"M4_2",4800.5305579834
"DN732","M4_732",9.0166,316.9928,"M4_3",3653.30620697795
"DN732","M4_732",6.4963,316.9919,"M4_1",3631.88686883025
"DN732","M4_732",10.957,317.0265,"M4_68",1739.36198055268
"DN732","M4_732",4.2935,319.0446,"M4_88",6272.93756720513
"DN732","M4_732",9.8616,321.0242,"M4_57",25306.9309780849
"DN732","M4_732",6.9033,321.0251,"M4_56",3742.31811363219
"DN732","M4_732",6.5142,321.024,"M4_1",7946.02904443852
"DN732","M4_732",18.564,327.215,"M4_102",210.009168090824
"DN732","M4_732",1.5248,329.0491,"M4_7",1116.80810916385
"DN732","M4_732",6.5109,330.0599,"M4_1",28045.5634723696
"DN732","M4_732",6.5004,331.0641,"M4_1",4889.63984134409
"DN732","M4_732",1.5371,331.0654,"M4_7",28712.3423945313
"DN732","M4_732",1.3695,331.0663,"M4_124",21292.9030200119
"DN732","M4_732",5.9424,331.0648,"M4_80",5987.34655229166
"DN732","M4_732",1.7281,331.0657,"M4_77",4874.79719708137
"DN732","M4_732",6.5082,332.0761,"M4_1",410740.874060356
"DN732","M4_732",10.7295,332.0753,"M4_6",27547.772665519
"DN732","M4_732",9.0023,332.0761,"M4_3",532395.957589784
"DN732","M4_732",1.5276,332.0684,"M4_7",2914.88354155257
"DN732","M4_732",6.5082,333.0792,"M4_1",70821.195288757
"DN732","M4_732",9.0023,333.0792,"M4_3",92930.4076599117
"DN732","M4_732",10.733,333.079,"M4_6",3330.12287283016
"DN732","M4_732",9.001,334.0812,"M4_3",14780.5343808537
"DN732","M4_732",6.4932,334.0814,"M4_1",11536.9316793342
"DN732","M4_732",5.4876,348.0713,"M4_71",1553.9679674916
"DN732","M4_732",8.2954,348.0702,"M4_103",1013.46327561372
"DN732","M4_732",6.6014,352.0415,"M4_127",4093.56838242662
"DN732","M4_732",9.0132,354.0575,"M4_3",16772.5175645273
"DN732","M4_732",6.5109,354.0574,"M4_1",21839.2585041211
"DN732","M4_732",6.5232,355.0601,"M4_1",3774.47776062011
"DN732","M4_732",22.3765,382.9842,"M4_4",4.6316666666667
"DN732","M4_732",1.2278,383.1205,"M4_8",2790.46753399913
"DN732","M4_732",1.2491,384.123,"M4_79",497.839865920607
"DN732","M4_732",6.5225,385.9947,"M4_1",7014.38237406412
"DN732","M4_732",1.7049,391.9449,"M4_123",2457.36804641113
"DN732","M4_732",1.2551,405.1028,"M4_79",308.104110303195
"DN732","M4_732",26.0368,410.1019,"M4_72",4980.3320765991
"DN732","M4_732",3.0364,411.0216,"M4_98",448.197827907922
"DN732","M4_732",1.2431,416.0647,"M4_79",393.748890392673
"DN732","M4_732",6.5151,426.082,"M4_1",3224.48544453167
"DN732","M4_732",9.0088,438.081,"M4_3",14160.0279453943
"DN732","M4_732",6.4348,439.0865,"M4_63",3691.86478077764
"DN732","M4_732",12.506,447.0911,"M4_74",4280.41169253901
"DN732","M4_732",8.8497,453.0456,"M4_15",3036.22977696468
"DN732","M4_732",6.5049,454.0765,"M4_1",6514.1561164856
"DN732","M4_732",8.8515,455.0612,"M4_15",5308.15312828646
"DN732","M4_732",10.8255,457.0758,"M4_31",3057.13256635509
"DN732","M4_732",10.9752,457.0749,"M4_68",3507.41966294061
"DN732","M4_732",8.8414,457.0761,"M4_15",24469.7504468102
"DN732","M4_732",8.8414,458.0799,"M4_15",5459.41840907738
"DN732","M4_732",11.0011,461.0699,"M4_2",4884.89237239879
"DN732","M4_732",10.9939,463.0868,"M4_2",169937.539145019
"DN732","M4_732",13.1579,463.0843,"M4_112",703.431869213872
"DN732","M4_732",10.9939,464.0894,"M4_2",37980.7458485944
"DN732","M4_732",8.6885,465.0667,"M4_66",2709.06207521056
"DN732","M4_732",10.9939,465.0918,"M4_2",8408.37443168018
"DN732","M4_732",8.8244,479.0589,"M4_15",5224.41248285393
"DN732","M4_732",9.0202,482.071,"M4_3",31033.6532712289
"DN732","M4_732",9.0195,483.0748,"M4_3",10676.8560819881
"DN732","M4_732",10.7189,484.087,"M4_6",123955.465993857
"DN732","M4_732",9.0059,484.0871,"M4_3",209179.055020381
"DN732","M4_732",10.2547,484.0873,"M4_96",511.506758095872
"DN732","M4_732",10.7261,485.0902,"M4_6",32362.9630771234
"DN732","M4_732",9.0023,485.0907,"M4_3",52250.8347241211
"DN732","M4_732",10.7245,486.0919,"M4_6",6025.26752432552
"DN732","M4_732",9.0046,486.0926,"M4_3",10646.7666940876
"DN732","M4_732",3.5,493.1189,"M4_81",353.127994989014
"DN732","M4_732",3.7602,493.1167,"M4_97",291.722450891979
"DN732","M4_732",2.9756,493.1189,"M4_133",143.530284028795
"DN732","M4_732",11.0011,497.0915,"M4_2",14389.2960529248
"DN732","M4_732",6.5049,498.0669,"M4_1",6038.61948349832
"DN732","M4_732",9.0188,500.0818,"M4_3",11340.7520596819
"DN732","M4_732",9.013,506.0688,"M4_3",3990.64039770511
"DN732","M4_732",9.0153,518.0927,"M4_3",3310.01912455682
"DN732","M4_732",9.007,536.9984,"M4_3",4336.23669803988
"DN732","M4_732",9.007,538.006,"M4_3",4348.64361873853
"DN732","M4_732",1.2503,580.1596,"M4_79",591.353708511125
"DN732","M4_732",8.7258,589.083,"M4_128",1810.22303428528
"DN732","M4_732",8.7128,591.098,"M4_44",10303.0003224013
"DN732","M4_732",8.7127,592.1015,"M4_44",2663.19887194388
"DN732","M4_732",11.0051,609.0873,"M4_2",19001.5033060796
"DN732","M4_732",10.8295,609.0876,"M4_31",14736.2524120498
"DN732","M4_732",12.0684,609.0885,"M4_54",10562.8727717285
"DN732","M4_732",11.117,609.1444,"M4_58",6643.29407742392
"DN732","M4_732",10.8262,610.0908,"M4_31",4339.44697305324
"DN732","M4_732",11.0069,610.0907,"M4_2",5117.22554087321
"DN732","M4_732",12.0735,610.0913,"M4_54",3075.16656787473
"DN732","M4_732",7.8563,625.0819,"M4_118",3427.0452242682
"DN732","M4_732",10.7437,634.0826,"M4_64",8500.80452673335
"DN732","M4_732",10.7369,635.0875,"M4_6",2877.29899834025
"DN732","M4_732",10.7223,636.0977,"M4_6",65542.381224722
"DN732","M4_732",12.0445,636.0988,"M4_69",8768.79260517482
"DN732","M4_732",10.2121,636.0993,"M4_96",7167.08995085197
"DN732","M4_732",10.721,637.1014,"M4_6",20897.3382108176
"DN732","M4_732",10.7236,638.1038,"M4_6",4760.1669003707
"DN732","M4_732",10.7402,652.0935,"M4_6",4989.2469423981
"DN732","M4_732",10.7225,658.0801,"M4_6",4385.63635088556
"DN732","M4_732",6.4932,665.162,"M4_1",30405.4931534313
"DN732","M4_732",6.4932,666.1659,"M4_1",10458.097056454
"DN732","M4_732",10.7421,670.1037,"M4_6",4855.86168625286
"DN732","M4_732",6.5023,679.1405,"M4_1",5549.68858844424
"DN732","M4_732",6.4906,687.1438,"M4_1",4181.0602700882
"DN732","M4_732",10.7206,689.0107,"M4_6",6789.72770109676
"DN732","M4_732",6.4968,718.0741,"M4_1",14647.0862169255
"DN732","M4_732",6.4968,719.0792,"M4_1",9097.05425438201
"DN732","M4_732",10.5015,743.1109,"M4_91",6056.4705065425
"DN732","M4_732",13.278,761.0976,"M4_111",933.51485914781
"DN732","M4_732",12.0413,788.1096,"M4_69",7986.38244744872
"DN732","M4_732",12.0576,789.1159,"M4_54",2320.74121891092
"DN732","M4_732",21.9832,821.3957,"M4_131",5786.52339449362
"DN732","M4_732",21.9852,822.3983,"M4_131",2613.41729305968
"DN732","M4_732",9.0695,912.1353,"M4_129",2829.54269114527
"DN732","M4_732",9.209,912.1367,"M4_108",2200.86830419049
"DN732","M4_732",9.0737,912.6372,"M4_89",3316.1443824479
"DN732","M4_732",8.381,913.1454,"M4_34",17436.4486947972
"DN732","M4_732",10.7885,913.1417,"M4_101",2032.22395734432
"DN732","M4_732",8.381,914.1487,"M4_34",7967.20978008674
"DN732","M4_732",8.3839,915.152,"M4_34",2429.92522067072
"DN732","M4_732",10.9636,927.1803,"M4_68",2737.09829210488
"DN732","M4_732",9.0023,969.182,"M4_3",17977.1974032737
"DN732","M4_732",9.0046,970.185,"M4_3",8747.82599124457
"DN732","M4_732",8.9987,971.1882,"M4_3",2696.11691339385
"DN732","M4_732",9.0016,1022.0933,"M4_3",3638.3116307266
"DN732","M4_732",9.0034,1023.0984,"M4_3",3020.56295618895
"DN732","M4_732",9.1573,1140.1741,"M4_84",1258.8061231304
"DN732","M4_732",9.4929,1140.1716,"M4_119",599.612107321609
"DN732","M4_732",9.5,1140.6714,"M4_119",910.742876694975
"DN732","M4_732",9.1533,1140.6742,"M4_84",1771.4577605213
"DN732","M4_732",9.1498,1141.1766,"M4_84",726.489875728412
"DN733","M4_733",6.5023,123.0077,"M4_1",7554.55698260497
"DN733","M4_733",1.7129,123.007,"M4_120",3495.54782186972
"DN733","M4_733",1.7017,125.0232,"M4_121",16902.5437280273
"DN733","M4_733",6.5023,151.0024,"M4_1",15790.420370895
"DN733","M4_733",1.2125,163.0391,"M4_8",5484.35125898438
"DN733","M4_733",6.4987,163.0386,"M4_1",3015.3548840625
"DN733","M4_733",1.7017,169.0133,"M4_122",25804.2287923177
"DN733","M4_733",8.8414,169.0129,"M4_15",27793.4775747217
"DN733","M4_733",6.8972,169.013,"M4_56",25038.2297439583
"DN733","M4_733",9.8609,169.013,"M4_57",9961.98183748613
"DN733","M4_733",1.5176,169.0117,"M4_82",744.316998122337
"DN733","M4_733",6.614,169.0132,"M4_126",11807.229180231
"DN733","M4_733",6.5127,180.0654,"M4_1",79214.9315417576
"DN733","M4_733",1.2124,180.0657,"M4_8",29094.2991221788
"DN733","M4_733",9.0166,180.0653,"M4_3",10421.3572305277
"DN733","M4_733",1.02,180.0655,"M4_51",7018.20704870257
"DN733","M4_733",6.5109,181.0687,"M4_1",6959.18041978989
"DN733","M4_733",1.2467,181.0686,"M4_79",2430.8584100406
"DN733","M4_733",5.4872,196.0603,"M4_71",4230.23316192627
"DN733","M4_733",1.2516,202.0477,"M4_79",1039.70917224618
"DN733","M4_733",5.0083,203.0816,"M4_87",5747.56046795512
"DN733","M4_733",5.1406,203.0813,"M4_125",737.694332800524
"DN733","M4_733",10.7333,203.0807,"M4_6",781.850912568067
"DN733","M4_733",6.5127,206.0447,"M4_1",14333.2548598736
"DN733","M4_733",2.8362,208.0271,"M4_94",9.04848484848482
"DN733","M4_733",2.9764,208.0275,"M4_83",3052.37375141145
"DN733","M4_733",10.7333,245.0912,"M4_6",2341.26233409842
"DN733","M4_733",30.2837,265.1469,"M4_39",31808.0802419116
"DN733","M4_733",30.2915,266.1504,"M4_39",3234.65600683305
"DN733","M4_733",6.5377,273.0023,"M4_95",4940.81564252265
"DN733","M4_733",1.2431,280.9963,"M4_79",1655.05511231995
"DN733","M4_733",6.504,286.0708,"M4_1",11577.1668280401
"DN733","M4_733",8.8473,287.0551,"M4_15",2784.47989574323
"DN733","M4_733",6.4987,288.086,"M4_1",5068.85582585097
"DN733","M4_733",28.9158,295.2273,"M4_110",2188.37270758057
"DN733","M4_733",30.5423,297.1524,"M4_53",24966.7987455781
"DN733","M4_733",6.5058,298.9818,"M4_1",7388.85171902023
"DN733","M4_733",9.0314,298.9821,"M4_3",3830.68368402102
"DN733","M4_733",6.5103,299.989,"M4_1",7789.91711006167
"DN733","M4_733",10.673,300.9976,"M4_130",2056.64821510483
"DN733","M4_733",9.0201,300.9972,"M4_3",11942.8344222713
"DN733","M4_733",13.2852,304.0384,"M4_111",853.144953458897
"DN733","M4_733",14.5275,304.0396,"M4_99",542.875347609669
"DN733","M4_733",8.8226,305.0655,"M4_15",3695.21088665771
"DN733","M4_733",10.9328,315.0122,"M4_116",514.098890991211
"DN733","M4_733",10.9939,316.0198,"M4_2",5278.97559310916
"DN733","M4_733",9.0166,316.9928,"M4_3",2739.1217596909
"DN733","M4_733",6.4963,316.9919,"M4_1",2810.05479013326
"DN733","M4_733",10.957,317.0265,"M4_68",2232.90476884702
"DN733","M4_733",4.2935,319.0446,"M4_88",239.640448462746
"DN733","M4_733",9.8616,321.0242,"M4_57",23095.3245139091
"DN733","M4_733",6.9033,321.0251,"M4_56",2172.8251673045
"DN733","M4_733",6.5142,321.024,"M4_1",7782.00559829713
"DN733","M4_733",18.564,327.215,"M4_102",2951.38183481074
"DN733","M4_733",1.5248,329.0491,"M4_7",655.372944467906
"DN733","M4_733",6.5109,330.0599,"M4_1",27831.4456615574
"DN733","M4_733",6.5004,331.0641,"M4_1",4067.28300134277
"DN733","M4_733",1.5371,331.0654,"M4_7",12729.775606842
"DN733","M4_733",1.3695,331.0663,"M4_124",10674.8137555714
"DN733","M4_733",5.9424,331.0648,"M4_80",1911.53181388008
"DN733","M4_733",1.7281,331.0657,"M4_77",3467.25332176813
"DN733","M4_733",6.5082,332.0761,"M4_1",364259.121791445
"DN733","M4_733",10.7295,332.0753,"M4_6",20778.1626342647
"DN733","M4_733",9.0023,332.0761,"M4_3",527015.603239405
"DN733","M4_733",1.5276,332.0684,"M4_7",1600.79615128801
"DN733","M4_733",6.5082,333.0792,"M4_1",65216.4647273437
"DN733","M4_733",9.0023,333.0792,"M4_3",94760.5775284153
"DN733","M4_733",10.733,333.079,"M4_6",2919.32765406396
"DN733","M4_733",9.001,334.0812,"M4_3",14712.7467234616
"DN733","M4_733",6.4932,334.0814,"M4_1",10233.0628855608
"DN733","M4_733",5.4876,348.0713,"M4_71",4561.37714523862
"DN733","M4_733",8.2954,348.0702,"M4_103",1721.87206151607
"DN733","M4_733",6.6014,352.0415,"M4_127",3605.38759135466
"DN733","M4_733",9.0132,354.0575,"M4_3",16717.8163402118
"DN733","M4_733",6.5109,354.0574,"M4_1",22568.8687794161
"DN733","M4_733",6.5232,355.0601,"M4_1",3491.913170199
"DN733","M4_733",22.3765,382.9842,"M4_4",0
"DN733","M4_733",1.2278,383.1205,"M4_8",3937.42562234211
"DN733","M4_733",1.2491,384.123,"M4_79",354.89338819679
"DN733","M4_733",6.5225,385.9947,"M4_1",5918.4849313531
"DN733","M4_733",1.7049,391.9449,"M4_123",4959.07589174158
"DN733","M4_733",1.2551,405.1028,"M4_79",325.714898002193
"DN733","M4_733",26.0368,410.1019,"M4_72",3429.53324999997
"DN733","M4_733",3.0364,411.0216,"M4_98",257.047528208607
"DN733","M4_733",1.2431,416.0647,"M4_79",696.007921931113
"DN733","M4_733",6.5151,426.082,"M4_1",2204.22072839542
"DN733","M4_733",9.0088,438.081,"M4_3",14623.8972846653
"DN733","M4_733",6.4348,439.0865,"M4_63",7731.80823827792
"DN733","M4_733",12.506,447.0911,"M4_74",3057.26154488557
"DN733","M4_733",8.8497,453.0456,"M4_15",3497.66819635086
"DN733","M4_733",6.5049,454.0765,"M4_1",5689.78619376358
"DN733","M4_733",8.8515,455.0612,"M4_15",4631.2358503265
"DN733","M4_733",10.8255,457.0758,"M4_31",3942.64000117903
"DN733","M4_733",10.9752,457.0749,"M4_68",4559.70298695841
"DN733","M4_733",8.8414,457.0761,"M4_15",25321.9080764803
"DN733","M4_733",8.8414,458.0799,"M4_15",5199.2819242439
"DN733","M4_733",11.0011,461.0699,"M4_2",4005.18847584228
"DN733","M4_733",10.9939,463.0868,"M4_2",153434.682541625
"DN733","M4_733",13.1579,463.0843,"M4_112",699.743139550786
"DN733","M4_733",10.9939,464.0894,"M4_2",35181.566141052
"DN733","M4_733",8.6885,465.0667,"M4_66",5830.94711691936
"DN733","M4_733",10.9939,465.0918,"M4_2",7140.30729865794
"DN733","M4_733",8.8244,479.0589,"M4_15",5377.02928459821
"DN733","M4_733",9.0202,482.071,"M4_3",41876.2404026582
"DN733","M4_733",9.0195,483.0748,"M4_3",10394.0860147396
"DN733","M4_733",10.7189,484.087,"M4_6",103415.125679647
"DN733","M4_733",9.0059,484.0871,"M4_3",188616.501583728
"DN733","M4_733",10.2547,484.0873,"M4_96",561.882743061605
"DN733","M4_733",10.7261,485.0902,"M4_6",25231.2898347703
"DN733","M4_733",9.0023,485.0907,"M4_3",48752.561298105
"DN733","M4_733",10.7245,486.0919,"M4_6",5063.34764695312
"DN733","M4_733",9.0046,486.0926,"M4_3",9375.02483990847
"DN733","M4_733",3.5,493.1189,"M4_81",296.423038565064
"DN733","M4_733",3.7602,493.1167,"M4_97",671.670781492775
"DN733","M4_733",2.9756,493.1189,"M4_133",169.537259259259
"DN733","M4_733",11.0011,497.0915,"M4_2",12946.0014975587
"DN733","M4_733",6.5049,498.0669,"M4_1",5692.58407520639
"DN733","M4_733",9.0188,500.0818,"M4_3",9405.71665890847
"DN733","M4_733",9.013,506.0688,"M4_3",5766.49059910419
"DN733","M4_733",9.0153,518.0927,"M4_3",3627.30072418991
"DN733","M4_733",9.007,536.9984,"M4_3",5435.80193040181
"DN733","M4_733",9.007,538.006,"M4_3",2482.99899458166
"DN733","M4_733",1.2503,580.1596,"M4_79",371.377946443928
"DN733","M4_733",8.7258,589.083,"M4_128",3041.56377475155
"DN733","M4_733",8.7128,591.098,"M4_44",14611.8855177815
"DN733","M4_733",8.7127,592.1015,"M4_44",4200.28215144176
"DN733","M4_733",11.0051,609.0873,"M4_2",21756.5324989827
"DN733","M4_733",10.8295,609.0876,"M4_31",9165.73230167012
"DN733","M4_733",12.0684,609.0885,"M4_54",9802.91025495615
"DN733","M4_733",11.117,609.1444,"M4_58",8351.11915955832
"DN733","M4_733",10.8262,610.0908,"M4_31",4575.14365593871
"DN733","M4_733",11.0069,610.0907,"M4_2",6751.03625932469
"DN733","M4_733",12.0735,610.0913,"M4_54",3266.38895043945
"DN733","M4_733",7.8563,625.0819,"M4_118",827.407932037353
"DN733","M4_733",10.7437,634.0826,"M4_64",7263.33066568776
"DN733","M4_733",10.7369,635.0875,"M4_6",2234.60658233436
"DN733","M4_733",10.7223,636.0977,"M4_6",52806.31125319
"DN733","M4_733",12.0445,636.0988,"M4_69",5514.42520967826
"DN733","M4_733",10.2121,636.0993,"M4_96",4254.80194657863
"DN733","M4_733",10.721,637.1014,"M4_6",16983.2640572363
"DN733","M4_733",10.7236,638.1038,"M4_6",4230.18667096522
"DN733","M4_733",10.7402,652.0935,"M4_6",3207.08565389325
"DN733","M4_733",10.7225,658.0801,"M4_6",4091.05513557584
"DN733","M4_733",6.4932,665.162,"M4_1",28128.9452603795
"DN733","M4_733",6.4932,666.1659,"M4_1",8958.07619900508
"DN733","M4_733",10.7421,670.1037,"M4_6",3791.9414251175
"DN733","M4_733",6.5023,679.1405,"M4_1",4644.83899880025
"DN733","M4_733",6.4906,687.1438,"M4_1",3326.29154276768
"DN733","M4_733",10.7206,689.0107,"M4_6",5449.23641935925
"DN733","M4_733",6.4968,718.0741,"M4_1",12246.6084629228
"DN733","M4_733",6.4968,719.0792,"M4_1",7542.42877257953
"DN733","M4_733",10.5015,743.1109,"M4_91",6321.14839532989
"DN733","M4_733",13.278,761.0976,"M4_111",667.429334937199
"DN733","M4_733",12.0413,788.1096,"M4_69",3980.40862685757
"DN733","M4_733",12.0576,789.1159,"M4_54",1204.45551860463
"DN733","M4_733",21.9832,821.3957,"M4_131",7202.69394204706
"DN733","M4_733",21.9852,822.3983,"M4_131",1840.34143590024
"DN733","M4_733",9.0695,912.1353,"M4_129",4457.95958809518
"DN733","M4_733",9.209,912.1367,"M4_108",2882.32362117766
"DN733","M4_733",9.0737,912.6372,"M4_89",3952.38637516099
"DN733","M4_733",8.381,913.1454,"M4_34",18786.5334330725
"DN733","M4_733",10.7885,913.1417,"M4_101",2865.17229747008
"DN733","M4_733",8.381,914.1487,"M4_34",8707.54550824692
"DN733","M4_733",8.3839,915.152,"M4_34",2603.91126288739
"DN733","M4_733",10.9636,927.1803,"M4_68",1279.67956671145
"DN733","M4_733",9.0023,969.182,"M4_3",13851.7080014649
"DN733","M4_733",9.0046,970.185,"M4_3",6671.4902463567
"DN733","M4_733",8.9987,971.1882,"M4_3",2111.01118935257
"DN733","M4_733",9.0016,1022.0933,"M4_3",3958.54875303679
"DN733","M4_733",9.0034,1023.0984,"M4_3",2730.66099274092
"DN733","M4_733",9.1573,1140.1741,"M4_84",2133.18941029482
"DN733","M4_733",9.4929,1140.1716,"M4_119",916.552575683603
"DN733","M4_733",9.5,1140.6714,"M4_119",1326.96912912387
"DN733","M4_733",9.1533,1140.6742,"M4_84",2284.07740337699
"DN733","M4_733",9.1498,1141.1766,"M4_84",904.974654675943
"DN734","M4_734",6.5023,123.0077,"M4_1",4892.07725296682
"DN734","M4_734",1.7129,123.007,"M4_120",1463.82231681993
"DN734","M4_734",1.7017,125.0232,"M4_121",11299.5935144373
"DN734","M4_734",6.5023,151.0024,"M4_1",9467.52921166992
"DN734","M4_734",1.2125,163.0391,"M4_8",4053.71381991642
"DN734","M4_734",6.4987,163.0386,"M4_1",1521.66825855777
"DN734","M4_734",1.7017,169.0133,"M4_122",17049.2874922319
"DN734","M4_734",8.8414,169.0129,"M4_15",6503.19530756097
"DN734","M4_734",6.8972,169.013,"M4_56",16482.6013490494
"DN734","M4_734",9.8609,169.013,"M4_57",12515.6619411417
"DN734","M4_734",1.5176,169.0117,"M4_82",199.257273439165
"DN734","M4_734",6.614,169.0132,"M4_126",9263.42949296398
"DN734","M4_734",6.5127,180.0654,"M4_1",44881.798195813
"DN734","M4_734",1.2124,180.0657,"M4_8",34456.1368951095
"DN734","M4_734",9.0166,180.0653,"M4_3",5306.4218398228
"DN734","M4_734",1.02,180.0655,"M4_51",3531.90270865304
"DN734","M4_734",6.5109,181.0687,"M4_1",4691.09857841774
"DN734","M4_734",1.2467,181.0686,"M4_79",2056.34122517315
"DN734","M4_734",5.4872,196.0603,"M4_71",8763.51354687501
"DN734","M4_734",1.2516,202.0477,"M4_79",796.317149856921
"DN734","M4_734",5.0083,203.0816,"M4_87",5444.73308001709
"DN734","M4_734",5.1406,203.0813,"M4_125",547.894954582379
"DN734","M4_734",10.7333,203.0807,"M4_6",475.826898822208
"DN734","M4_734",6.5127,206.0447,"M4_1",9521.19855030961
"DN734","M4_734",2.8362,208.0271,"M4_94",60.9904099139043
"DN734","M4_734",2.9764,208.0275,"M4_83",6792.27529720469
"DN734","M4_734",10.7333,245.0912,"M4_6",1202.41629854544
"DN734","M4_734",30.2837,265.1469,"M4_39",32716.9451777349
"DN734","M4_734",30.2915,266.1504,"M4_39",2324.52180046529
"DN734","M4_734",6.5377,273.0023,"M4_95",3286.02444177699
"DN734","M4_734",1.2431,280.9963,"M4_79",891.914951293946
"DN734","M4_734",6.504,286.0708,"M4_1",8805.12798688617
"DN734","M4_734",8.8473,287.0551,"M4_15",245.031188329809
"DN734","M4_734",6.4987,288.086,"M4_1",3327.70895278016
"DN734","M4_734",28.9158,295.2273,"M4_110",1035.007895068
"DN734","M4_734",30.5423,297.1524,"M4_53",29170.1609544696
"DN734","M4_734",6.5058,298.9818,"M4_1",4271.36233540852
"DN734","M4_734",9.0314,298.9821,"M4_3",1946.63117118238
"DN734","M4_734",6.5103,299.989,"M4_1",5929.41977144507
"DN734","M4_734",10.673,300.9976,"M4_130",6795.66709551855
"DN734","M4_734",9.0201,300.9972,"M4_3",7175.132093493
"DN734","M4_734",13.2852,304.0384,"M4_111",4348.36839523031
"DN734","M4_734",14.5275,304.0396,"M4_99",6258.16245147942
"DN734","M4_734",8.8226,305.0655,"M4_15",414.932839467636
"DN734","M4_734",10.9328,315.0122,"M4_116",389.929714589712
"DN734","M4_734",10.9939,316.0198,"M4_2",3118.5900781032
"DN734","M4_734",9.0166,316.9928,"M4_3",1757.13521956739
"DN734","M4_734",6.4963,316.9919,"M4_1",1733.770368586
"DN734","M4_734",10.957,317.0265,"M4_68",1394.66100660626
"DN734","M4_734",4.2935,319.0446,"M4_88",0
"DN734","M4_734",9.8616,321.0242,"M4_57",14755.223047705
"DN734","M4_734",6.9033,321.0251,"M4_56",686.589190472539
"DN734","M4_734",6.5142,321.024,"M4_1",3216.3165031584
"DN734","M4_734",18.564,327.215,"M4_102",1260.82880859377
"DN734","M4_734",1.5248,329.0491,"M4_7",227.963303420608
"DN734","M4_734",6.5109,330.0599,"M4_1",25148.3591532118
"DN734","M4_734",6.5004,331.0641,"M4_1",4305.43101236096
"DN734","M4_734",1.5371,331.0654,"M4_7",5988.21968155692
"DN734","M4_734",1.3695,331.0663,"M4_124",5667.37265716553
"DN734","M4_734",5.9424,331.0648,"M4_80",1345.02893306256
"DN734","M4_734",1.7281,331.0657,"M4_77",1367.28187200122
"DN734","M4_734",6.5082,332.0761,"M4_1",276380.509631396
"DN734","M4_734",10.7295,332.0753,"M4_6",26383.148190558
"DN734","M4_734",9.0023,332.0761,"M4_3",310229.148624057
"DN734","M4_734",1.5276,332.0684,"M4_7",394.884006609531
"DN734","M4_734",6.5082,333.0792,"M4_1",47787.4863732336
"DN734","M4_734",9.0023,333.0792,"M4_3",54138.0460881222
"DN734","M4_734",10.733,333.079,"M4_6",4066.84291365969
"DN734","M4_734",9.001,334.0812,"M4_3",8153.29874367268
"DN734","M4_734",6.4932,334.0814,"M4_1",7574.93454252774
"DN734","M4_734",5.4876,348.0713,"M4_71",9334.90869400349
"DN734","M4_734",8.2954,348.0702,"M4_103",3819.58962156961
"DN734","M4_734",6.6014,352.0415,"M4_127",3302.62399932494
"DN734","M4_734",9.0132,354.0575,"M4_3",9968.55933485124
"DN734","M4_734",6.5109,354.0574,"M4_1",16580.4213827805
"DN734","M4_734",6.5232,355.0601,"M4_1",1837.04511730957
"DN734","M4_734",22.3765,382.9842,"M4_4",5.51388888888893
"DN734","M4_734",1.2278,383.1205,"M4_8",3806.81742544294
"DN734","M4_734",1.2491,384.123,"M4_79",355.68367224451
"DN734","M4_734",6.5225,385.9947,"M4_1",4927.57475741388
"DN734","M4_734",1.7049,391.9449,"M4_123",2101.12749169922
"DN734","M4_734",1.2551,405.1028,"M4_79",339.873144024543
"DN734","M4_734",26.0368,410.1019,"M4_72",4604.11157304391
"DN734","M4_734",3.0364,411.0216,"M4_98",1084.1515484481
"DN734","M4_734",1.2431,416.0647,"M4_79",281.156312633884
"DN734","M4_734",6.5151,426.082,"M4_1",1819.60293909708
"DN734","M4_734",9.0088,438.081,"M4_3",7804.26482601926
"DN734","M4_734",6.4348,439.0865,"M4_63",1064.86213976753
"DN734","M4_734",12.506,447.0911,"M4_74",4432.88853975422
"DN734","M4_734",8.8497,453.0456,"M4_15",679.526887723352
"DN734","M4_734",6.5049,454.0765,"M4_1",3760.77647440498
"DN734","M4_734",8.8515,455.0612,"M4_15",1137.34654708098
"DN734","M4_734",10.8255,457.0758,"M4_31",4248.58897690935
"DN734","M4_734",10.9752,457.0749,"M4_68",3462.41121058
"DN734","M4_734",8.8414,457.0761,"M4_15",6286.48180657287
