"sample","Species_code_sample","RT","MZ","PC_ID","TIC"
"DN1421","T69_1421",9.3133,170.0183,"T69_3",6643.47698015196
"DN1421","T69_1421",11.2072,170.018,"T69_2",5388.23538031326
"DN1421","T69_1421",18.7307,183.139,"T69_222",533.242351311582
"DN1421","T69_1421",12.9292,193.0146,"T69_115",939.162005184514
"DN1421","T69_1421",24.7088,195.0873,"T69_250",2106.18104551657
"DN1421","T69_1421",3.3313,207.0781,"T69_135",1420.40507026211
"DN1421","T69_1421",5.9649,209.0306,"T69_288",140.970096807065
"DN1421","T69_1421",7.0207,245.082,"T69_69",8010.69279248787
"DN1421","T69_1421",7.2752,249.0892,"T69_143",187.389952087402
"DN1421","T69_1421",6.0954,249.0885,"T69_168",340.675440506807
"DN1421","T69_1421",9.3205,269.0458,"T69_3",1619.32832389067
"DN1421","T69_1421",16.7117,269.0442,"T69_258",1208.84051642292
"DN1421","T69_1421",16.912,269.0457,"T69_255",3362.71056339346
"DN1421","T69_1421",11.2107,271.0611,"T69_2",13957.0910143582
"DN1421","T69_1421",16.5231,271.0609,"T69_112",2864.02405442023
"DN1421","T69_1421",21.0995,283.0238,"T69_217",5870.74003405463
"DN1421","T69_1421",15.1662,285.0405,"T69_170",8041.79087508375
"DN1421","T69_1421",5.8179,285.0616,"T69_163",1783.23488044698
"DN1421","T69_1421",9.3133,287.0559,"T69_3",8373.91645765798
"DN1421","T69_1421",14.5171,287.0558,"T69_236",3052.98833744643
"DN1421","T69_1421",15.1817,287.0556,"T69_170",1219.84090591019
"DN1421","T69_1421",20.2585,287.2218,"T69_206",252.768187419612
"DN1421","T69_1421",11.2116,289.0716,"T69_2",60502.6573749741
"DN1421","T69_1421",7.0245,289.0715,"T69_69",45153.6812120362
"DN1421","T69_1421",16.5266,289.072,"T69_112",17086.7253046939
"DN1421","T69_1421",17.1122,289.0731,"T69_182",6462.80101052773
"DN1421","T69_1421",11.2107,290.0746,"T69_2",9733.92728756036
"DN1421","T69_1421",16.5266,290.0755,"T69_112",2668.69956362915
"DN1421","T69_1421",7.0206,290.0749,"T69_69",7273.00524880239
"DN1421","T69_1421",6.0925,292.0942,"T69_168",87.5978793581066
"DN1421","T69_1421",27.6792,293.2116,"T69_193",4350.08757743326
"DN1421","T69_1421",29.082,295.2265,"T69_238",2926.93241149905
"DN1421","T69_1421",28.9367,295.228,"T69_157",9673.0098460425
"DN1421","T69_1421",11.2072,301.0338,"T69_2",4268.2557694702
"DN1421","T69_1421",11.2071,303.05,"T69_2",4560.19682263516
"DN1421","T69_1421",3.777,303.0508,"T69_81",1452.69525947981
"DN1421","T69_1421",9.3133,305.0666,"T69_3",11510.165967881
"DN1421","T69_1421",3.7684,305.0667,"T69_81",17735.6039812605
"DN1421","T69_1421",14.5191,305.0655,"T69_236",3788.81502878294
"DN1421","T69_1421",15.1888,305.0659,"T69_198",1058.3208227539
"DN1421","T69_1421",3.7684,306.0705,"T69_81",1953.17958681794
"DN1421","T69_1421",9.3119,306.0696,"T69_3",970.803618847657
"DN1421","T69_1421",31.417,311.2022,"T69_243",2568.02167331274
"DN1421","T69_1421",9.3191,317.0298,"T69_3",1547.24509029229
"DN1421","T69_1421",12.9274,319.0452,"T69_115",3610.04561525979
"DN1421","T69_1421",11.8156,329.1591,"T69_223",967.250766179881
"DN1421","T69_1421",19.841,329.2322,"T69_265",1634.57414556884
"DN1421","T69_1421",9.3156,331.0456,"T69_3",3326.80821367476
"DN1421","T69_1421",11.2107,331.0448,"T69_2",3406.9876294556
"DN1421","T69_1421",10.7762,345.1549,"T69_257",419.555644444059
"DN1421","T69_1421",6.0893,364.0762,"T69_168",165.296689655173
"DN1421","T69_1421",22.5387,382.9856,"T69_1",1417.90165499103
"DN1421","T69_1421",9.0339,387.1672,"T69_282",3435.47799645469
"DN1421","T69_1421",26.0435,410.1021,"T69_151",4619.68178871307
"DN1421","T69_1421",12.1386,433.078,"T69_214",3800.07589540367
"DN1421","T69_1421",16.5231,435.1066,"T69_112",7654.04583478279
"DN1421","T69_1421",11.2107,439.0658,"T69_2",13233.2900540539
"DN1421","T69_1421",7.2772,439.0879,"T69_143",2957.86625014425
"DN1421","T69_1421",11.2107,440.0703,"T69_2",3290.82698790519
"DN1421","T69_1421",11.2106,441.0818,"T69_2",253687.481469726
"DN1421","T69_1421",2.6488,441.0819,"T69_136",559.240664836818
"DN1421","T69_1421",11.689,441.081,"T69_221",4078.60291713708
"DN1421","T69_1421",12.9604,441.0819,"T69_119",12769.9064199031
"DN1421","T69_1421",13.6991,441.0818,"T69_79",7044.81911269247
"DN1421","T69_1421",12.5894,441.0819,"T69_80",7243.64903733443
"DN1421","T69_1421",11.2106,442.0851,"T69_2",65360.9419218363
"DN1421","T69_1421",11.2071,443.0868,"T69_2",12929.5216651515
"DN1421","T69_1421",10.4292,449.1083,"T69_74",4810.05940399172
"DN1421","T69_1421",14.5171,451.1013,"T69_236",2360.88932712759
"DN1421","T69_1421",9.3191,453.0458,"T69_3",3696.1837251624
"DN1421","T69_1421",10.9284,453.0443,"T69_175",285.923181966143
"DN1421","T69_1421",9.0768,453.1029,"T69_139",7913.08791369347
"DN1421","T69_1421",9.3169,455.0614,"T69_3",16785.3423983189
"DN1421","T69_1421",9.3163,456.0649,"T69_3",4229.51828838146
"DN1421","T69_1421",9.3133,457.0773,"T69_3",109525.786203546
"DN1421","T69_1421",11.2251,457.0757,"T69_2",6248.91206956546
"DN1421","T69_1421",9.3133,458.0806,"T69_3",27352.6024189187
"DN1421","T69_1421",9.3133,459.0831,"T69_3",4970.44766197768
"DN1421","T69_1421",11.2107,461.0487,"T69_2",2771.15611529315
"DN1421","T69_1421",11.2106,463.0635,"T69_2",39452.3824780886
"DN1421","T69_1421",10.9862,463.0875,"T69_229",1591.88593356323
"DN1421","T69_1421",11.2089,464.067,"T69_2",9087.02461577588
"DN1421","T69_1421",9.6902,465.1035,"T69_105",2849.16703880375
"DN1421","T69_1421",12.9269,471.056,"T69_115",1597.03124837243
"DN1421","T69_1421",9.3169,471.0564,"T69_3",1594.40967007285
"DN1421","T69_1421",9.3271,473.0719,"T69_3",2903.44867963074
"DN1421","T69_1421",9.3226,477.0432,"T69_3",3811.6024588216
"DN1421","T69_1421",11.3508,477.1031,"T69_178",5352.72536966309
"DN1421","T69_1421",9.3163,479.0592,"T69_3",28025.9077960301
"DN1421","T69_1421",9.3163,480.0623,"T69_3",6146.13585357587
"DN1421","T69_1421",30.2969,480.3095,"T69_225",1457.27508695984
"DN1421","T69_1421",15.1888,481.1125,"T69_198",416.773669160681
"DN1421","T69_1421",7.2701,483.0774,"T69_143",9294.11752246857
"DN1421","T69_1421",5.3106,487.1063,"T69_273",7227.74520432536
"DN1421","T69_1421",19.4432,489.2126,"T69_181",8321.71234393248
"DN1421","T69_1421",19.5551,489.2128,"T69_235",2589.43940144258
"DN1421","T69_1421",12.9247,493.0367,"T69_115",397.887535806656
"DN1421","T69_1421",10.9434,501.1963,"T69_175",2952.25512548041
"DN1421","T69_1421",9.3119,503.081,"T69_3",1055.9272204861
"DN1421","T69_1421",11.2107,504.076,"T69_2",7259.57998054783
"DN1421","T69_1421",29.2455,504.3085,"T69_245",633.67609869523
"DN1421","T69_1421",10.4186,513.1023,"T69_74",7388.27741422146
"DN1421","T69_1421",12.2855,513.1027,"T69_253",4358.46285167697
"DN1421","T69_1421",10.4204,513.6049,"T69_74",4010.45388341205
"DN1421","T69_1421",13.7993,515.1752,"T69_183",941.82685226949
"DN1421","T69_1421",14.0892,515.1742,"T69_247",2251.93967374093
"DN1421","T69_1421",9.3133,520.0725,"T69_3",3842.70087552669
"DN1421","T69_1421",9.6867,521.1006,"T69_105",5616.59404111045
"DN1421","T69_1421",9.6867,521.6025,"T69_105",2713.88664619067
"DN1421","T69_1421",11.2107,525.0335,"T69_2",5972.89761292943
"DN1421","T69_1421",7.4051,532.0934,"T69_78",163.269541324013
"DN1421","T69_1421",7.4051,532.5954,"T69_78",148.456267094332
"DN1421","T69_1421",11.2107,539.9981,"T69_2",8020.76029087825
"DN1421","T69_1421",30.2969,540.3307,"T69_225",1496.11705277314
"DN1421","T69_1421",11.2107,541.0031,"T69_2",2662.49024423218
"DN1421","T69_1421",9.3163,541.0295,"T69_3",5625.62014614145
"DN1421","T69_1421",9.3169,555.9939,"T69_3",5711.40799587672
"DN1421","T69_1421",9.3184,556.9987,"T69_3",2340.53045936907
"DN1421","T69_1421",10.2221,563.137,"T69_292",3573.29522594681
"DN1421","T69_1421",9.8975,563.142,"T69_252",2454.64734704592
"DN1421","T69_1421",29.242,564.3304,"T69_245",766.323478894356
"DN1421","T69_1421",6.7346,577.1336,"T69_215",6342.38911441041
"DN1421","T69_1421",10.4151,585.1234,"T69_74",3379.49702101003
"DN1421","T69_1421",18.0902,587.118,"T69_259",3209.06229514264
"DN1421","T69_1421",9.3996,587.1403,"T69_147",4646.6227054596
"DN1421","T69_1421",12.2549,589.1074,"T69_152",7472.16483985692
"DN1421","T69_1421",11.2322,589.1068,"T69_228",3551.36445039875
"DN1421","T69_1421",12.2534,589.6088,"T69_152",3877.98071698001
"DN1421","T69_1421",12.9532,593.0922,"T69_119",21886.7766985299
"DN1421","T69_1421",13.6991,593.0922,"T69_79",32360.111300449
"DN1421","T69_1421",12.5858,593.0927,"T69_80",30404.1594411356
"DN1421","T69_1421",8.2567,593.0936,"T69_28",407.987186889648
"DN1421","T69_1421",13.9065,593.0914,"T69_149",10475.5365689248
"DN1421","T69_1421",4.6105,593.1282,"T69_249",1360.41412403439
"DN1421","T69_1421",12.9532,594.0961,"T69_119",7123.08762215903
"DN1421","T69_1421",13.6991,594.0951,"T69_79",10415.899145462
"DN1421","T69_1421",12.5858,594.0952,"T69_80",9355.74474842824
"DN1421","T69_1421",13.9065,594.0937,"T69_149",3008.35309064939
"DN1421","T69_1421",11.6354,597.1048,"T69_195",3663.48404817199
"DN1421","T69_1421",10.5581,597.1061,"T69_227",3604.53171146644
"DN1421","T69_1421",8.9606,599.1036,"T69_200",5826.62793494049
"DN1421","T69_1421",7.3671,600.1016,"T69_124",58.052157944558
"DN1421","T69_1421",11.1629,601.1181,"T69_138",2597.77388558959
"DN1421","T69_1421",10.6573,601.1165,"T69_264",1511.98087917117
"DN1421","T69_1421",11.1606,602.1196,"T69_138",591.960876998899
"DN1421","T69_1421",8.4969,603.134,"T69_290",14084.6078212804
"DN1421","T69_1421",8.4984,604.1382,"T69_290",4417.16049545287
"DN1421","T69_1421",2.673,607.1083,"T69_136",695.71310145092
"DN1421","T69_1421",11.2251,609.0866,"T69_2",31948.8934212341
"DN1421","T69_1421",11.4396,609.0889,"T69_120",14020.1802465821
"DN1421","T69_1421",2.6511,609.1235,"T69_136",1365.57794893799
"DN1421","T69_1421",5.0151,609.1217,"T69_269",369.113704944429
"DN1421","T69_1421",11.2215,610.0899,"T69_2",8148.59337127141
"DN1421","T69_1421",11.436,610.0923,"T69_120",3364.36744584086
"DN1421","T69_1421",2.6547,610.1278,"T69_136",858.952107683454
"DN1421","T69_1421",13.6991,615.0744,"T69_79",3402.18542649927
"DN1421","T69_1421",12.5894,615.0746,"T69_80",2679.68531725297
"DN1421","T69_1421",8.621,617.1137,"T69_176",4209.59800232487
"DN1421","T69_1421",9.5444,635.0876,"T69_266",2261.45800588988
"DN1421","T69_1421",8.9552,665.1323,"T69_200",856.341329530662
"DN1421","T69_1421",21.7221,675.2273,"T69_187",9924.67014062514
"DN1421","T69_1421",27.0723,675.3595,"T69_248",1274.89295478372
"DN1421","T69_1421",7.364,684.1223,"T69_124",238.994261709113
"DN1421","T69_1421",7.3622,684.6233,"T69_124",169.98253484465
"DN1421","T69_1421",7.3671,685.1239,"T69_124",35.0075333333333
"DN1421","T69_1421",7.5454,723.1897,"T69_140",7817.30323100011
"DN1421","T69_1421",8.6944,723.1905,"T69_156",6556.34529287283
"DN1421","T69_1421",7.549,724.1919,"T69_140",3243.04801124712
"DN1421","T69_1421",10.4227,729.1446,"T69_74",25234.9292776824
"DN1421","T69_1421",11.8964,729.1461,"T69_254",2790.57418502724
"DN1421","T69_1421",10.424,730.1474,"T69_74",9288.47798088376
"DN1421","T69_1421",9.362,730.1629,"T69_173",6506.98054151031
"DN1421","T69_1421",9.3586,730.6645,"T69_173",5172.73760994466
"DN1421","T69_1421",9.0089,738.1593,"T69_234",3915.98167858335
"DN1421","T69_1421",8.8588,738.6615,"T69_232",3003.48297965756
"DN1421","T69_1421",6.4315,739.1835,"T69_300",5393.90177956672
"DN1421","T69_1421",7.677,739.1839,"T69_202",4758.35080458985
"DN1421","T69_1421",9.269,743.1243,"T69_293",2554.04589843751
"DN1421","T69_1421",10.4507,745.1393,"T69_130",1852.14963462659
"DN1421","T69_1421",9.2704,745.1404,"T69_293",22606.8993087159
"DN1421","T69_1421",9.2728,746.1437,"T69_293",8775.19881847388
"DN1421","T69_1421",9.273,747.1458,"T69_293",1808.93223519467
"DN1421","T69_1421",8.2666,757.1029,"T69_28",441.479434887694
"DN1421","T69_1421",8.263,759.1177,"T69_28",2796.89273327942
"DN1421","T69_1421",8.2594,760.122,"T69_28",842.939236232852
"DN1421","T69_1421",8.2567,761.1346,"T69_28",18046.351242987
"DN1421","T69_1421",9.2326,761.1354,"T69_116",1177.91758684343
"DN1421","T69_1421",7.912,761.1343,"T69_113",250.839546533203
"DN1421","T69_1421",9.9663,761.134,"T69_299",346.243947595932
"DN1421","T69_1421",8.2559,762.1377,"T69_28",7059.71663281403
"DN1421","T69_1421",9.2344,762.1385,"T69_116",533.231562606808
"DN1421","T69_1421",7.912,762.1374,"T69_113",171.483655920411
"DN1421","T69_1421",8.2581,763.1403,"T69_28",1416.52798640324
"DN1421","T69_1421",8.2559,764.1427,"T69_28",209.214861053467
"DN1421","T69_1421",8.2563,783.1155,"T69_28",1000.6980635962
"DN1421","T69_1421",8.263,784.1151,"T69_28",414.510266754902
"DN1421","T69_1421",9.61,806.1672,"T69_144",4319.30723355973
"DN1421","T69_1421",11.5556,806.1654,"T69_209",4026.36576482981
"DN1421","T69_1421",10.3346,806.1668,"T69_219",3364.97491034296
"DN1421","T69_1421",9.6111,806.6693,"T69_144",3772.85704789905
"DN1421","T69_1421",10.3364,806.669,"T69_219",2965.19800969738
"DN1421","T69_1421",11.5556,806.6674,"T69_209",3326.62406791177
"DN1421","T69_1421",9.6114,807.1689,"T69_144",1745.22251739677
"DN1421","T69_1421",9.0289,814.1635,"T69_282",3063.22516167019
"DN1421","T69_1421",9.0267,814.6668,"T69_282",2217.0741921779
"DN1421","T69_1421",8.3738,828.1507,"T69_244",83.3876875000004
"DN1421","T69_1421",7.7596,835.6416,"T69_114",55.3398121596117
"DN1421","T69_1421",7.7529,836.1484,"T69_114",93.8740588235294
"DN1421","T69_1421",7.7529,836.6505,"T69_114",78.6695000000005
"DN1421","T69_1421",7.7524,837.1508,"T69_114",32.6988529411767
"DN1421","T69_1421",7.756,837.6487,"T69_114",0
"DN1421","T69_1421",15.5487,875.1768,"T69_166",8693.77859209201
"DN1421","T69_1421",11.3036,875.1991,"T69_117",13790.0437322388
"DN1421","T69_1421",8.2125,875.2013,"T69_291",11708.708312439
"DN1421","T69_1421",10.4473,875.1993,"T69_130",11821.0944228097
"DN1421","T69_1421",15.5451,876.1796,"T69_166",4185.14511035151
"DN1421","T69_1421",8.2107,876.2035,"T69_291",4795.86250872805
"DN1421","T69_1421",10.4473,876.2051,"T69_130",5281.93985603025
"DN1421","T69_1421",11.3001,876.2035,"T69_117",6622.95913366697
"DN1421","T69_1421",11.2072,881.1483,"T69_2",3001.38246656706
"DN1421","T69_1421",11.2071,883.1665,"T69_2",24660.2148751638
"DN1421","T69_1421",11.2089,884.1705,"T69_2",11513.878932953
"DN1421","T69_1421",11.2072,885.1708,"T69_2",3686.8444008636
"DN1421","T69_1421",14.4309,891.1728,"T69_242",3156.23492805933
"DN1421","T69_1421",10.508,891.195,"T69_165",6641.09731277287
"DN1421","T69_1421",7.1129,891.1944,"T69_153",8165.70753052369
"DN1421","T69_1421",9.7689,891.1961,"T69_159",6746.44160554061
"DN1421","T69_1421",10.5009,892.1971,"T69_165",3202.82676787972
"DN1421","T69_1421",9.7689,892.2,"T69_159",2791.57115254483
"DN1421","T69_1421",4.2395,897.1882,"T69_270",300.58666245931
"DN1421","T69_1421",11.2072,905.147,"T69_2",2914.42058587649
"DN1421","T69_1421",13.2474,907.1677,"T69_203",2911.90686295321
"DN1421","T69_1421",9.3254,911.1298,"T69_3",319.126147041321
"DN1421","T69_1421",9.3884,913.1429,"T69_147",2705.57335444859
"DN1421","T69_1421",2.312,913.1799,"T69_276",190.105342129794
"DN1421","T69_1421",9.3977,914.147,"T69_147",1072.18892149916
"DN1421","T69_1421",2.3092,914.1789,"T69_276",247.257752181792
"DN1421","T69_1421",9.3156,915.1586,"T69_3",10483.7476124925
"DN1421","T69_1421",9.3133,916.1613,"T69_3",4590.90894355772
"DN1421","T69_1421",9.3133,917.1655,"T69_3",1281.11688476563
"DN1421","T69_1421",9.3148,937.1395,"T69_3",1197.45117489853
"DN1421","T69_1421",9.3119,938.1436,"T69_3",598.615789925714
"DN1421","T69_1421",9.3119,968.0722,"T69_3",709.105862163553
"DN1421","T69_1421",9.3119,969.0728,"T69_3",290.839511874117
"DN1421","T69_1421",7.6345,988.1721,"T69_239",61.6843636363636
"DN1421","T69_1421",7.6273,988.6721,"T69_298",20.0783999999999
"DN1421","T69_1421",13.9708,1021.2328,"T69_260",2437.78684166555
"DN1421","T69_1421",10.4195,1027.2098,"T69_74",34928.770140923
"DN1421","T69_1421",10.4195,1028.2128,"T69_74",18899.8551677447
"DN1421","T69_1421",10.4151,1029.2142,"T69_74",6412.85029390218
"DN1421","T69_1421",9.1345,1043.2069,"T69_208",4487.58336601256
"DN1421","T69_1421",9.6965,1043.2038,"T69_105",18791.6320611675
"DN1421","T69_1421",9.6937,1044.2086,"T69_105",10338.2335908204
"DN1421","T69_1421",9.6867,1045.2097,"T69_105",3698.96099312522
"DN1421","T69_1421",8.6384,1049.1955,"T69_146",1130.08837885395
"DN1421","T69_1421",8.6371,1050.2003,"T69_146",467.966755953702
"DN1421","T69_1421",7.4087,1063.1758,"T69_78",174.97682309919
"DN1421","T69_1421",5.8787,1065.1875,"T69_261",44.7143220338984
"DN1421","T69_1421",7.4044,1065.1905,"T69_78",744.142826534601
"DN1421","T69_1421",7.4051,1066.1949,"T69_78",339.89610845481
"DN1421","T69_1421",7.4015,1067.1974,"T69_78",166.056826150949
"DN1422","T69_1422",1.7013,125.0243,"T69_48",9755.27299328613
"DN1422","T69_1422",9.3163,125.0244,"T69_3",4086.75358549461
"DN1422","T69_1422",2.4298,137.0096,"T69_5",43029.1674770221
"DN1422","T69_1422",3.1512,137.0098,"T69_131",12895.5967012846
"DN1422","T69_1422",1.698,137.0094,"T69_285",19005.0608616879
"DN1422","T69_1422",4.8036,137.0096,"T69_8",8655.21414636958
"DN1422","T69_1422",1.1355,137.0097,"T69_33",11948.6815136108
"DN1422","T69_1422",5.3038,137.0094,"T69_9",2022.38640624984
"DN1422","T69_1422",4.4325,137.0094,"T69_125",12946.3733457423
"DN1422","T69_1422",4.9867,137.0095,"T69_141",10194.2882972359
"DN1422","T69_1422",4.6437,137.0093,"T69_137",19192.1089660645
"DN1422","T69_1422",2.9946,137.0096,"T69_129",17716.974752068
"DN1422","T69_1422",2.6798,137.0096,"T69_136",1859.99463671877
"DN1422","T69_1422",3.4515,137.0101,"T69_44",14408.1187157611
"DN1422","T69_1422",3.3151,137.0101,"T69_122",10116.7268259149
"DN1422","T69_1422",5.507,137.0094,"T69_134",19756.1975177951
"DN1422","T69_1422",4.1787,137.0097,"T69_7",46980.2000697758
"DN1422","T69_1422",2.8673,137.0094,"T69_121",20836.6893056127
"DN1422","T69_1422",3.8491,137.0095,"T69_127",14899.0246259766
"DN1422","T69_1422",3.665,137.0095,"T69_132",28781.2030918093
"DN1422","T69_1422",3.9781,137.0093,"T69_84",20835.244104126
"DN1422","T69_1422",7.614,163.0405,"T69_297",874.375876868944
"DN1422","T69_1422",9.3205,166.9991,"T69_3",4654.7687474205
"DN1422","T69_1422",11.2107,166.9985,"T69_2",1622.49440884976
"DN1422","T69_1422",9.3133,169.0148,"T69_3",153893.352698396
"DN1422","T69_1422",1.6977,169.0142,"T69_286",18863.1865439189
"DN1422","T69_1422",11.2142,169.0145,"T69_2",40296.2738325821
"DN1422","T69_1422",7.4009,169.0146,"T69_78",5227.68699365863
"DN1422","T69_1422",9.3133,170.0183,"T69_3",12176.6208684017
"DN1422","T69_1422",11.2072,170.018,"T69_2",2774.97594291068
"DN1422","T69_1422",18.7307,183.139,"T69_222",230.309585944284
"DN1422","T69_1422",12.9292,193.0146,"T69_115",2455.98882089232
"DN1422","T69_1422",24.7088,195.0873,"T69_250",2818.13833239746
"DN1422","T69_1422",3.3313,207.0781,"T69_135",14630.6403602702
"DN1422","T69_1422",5.9649,209.0306,"T69_288",663.8371148947
"DN1422","T69_1422",7.0207,245.082,"T69_69",3771.58089644312
"DN1422","T69_1422",7.2752,249.0892,"T69_143",5301.93563566589
"DN1422","T69_1422",6.0954,249.0885,"T69_168",3941.09840593734
"DN1422","T69_1422",9.3205,269.0458,"T69_3",4364.44920256695
"DN1422","T69_1422",16.7117,269.0442,"T69_258",3809.85498088707
"DN1422","T69_1422",16.912,269.0457,"T69_255",390.412754755436
"DN1422","T69_1422",11.2107,271.0611,"T69_2",7896.79999229027
"DN1422","T69_1422",16.5231,271.0609,"T69_112",339.391607996321
"DN1422","T69_1422",21.0995,283.0238,"T69_217",1233.71465723944
"DN1422","T69_1422",15.1662,285.0405,"T69_170",955.317260721843
"DN1422","T69_1422",5.8179,285.0616,"T69_163",1012.66570230845
"DN1422","T69_1422",9.3133,287.0559,"T69_3",13924.8183103794
"DN1422","T69_1422",14.5171,287.0558,"T69_236",2563.79697545166
"DN1422","T69_1422",15.1817,287.0556,"T69_170",2029.22576747586
"DN1422","T69_1422",20.2585,287.2218,"T69_206",794.799834550066
"DN1422","T69_1422",11.2116,289.0716,"T69_2",36338.2779390033
"DN1422","T69_1422",7.0245,289.0715,"T69_69",24460.9689350714
"DN1422","T69_1422",16.5266,289.072,"T69_112",3506.23148743974
"DN1422","T69_1422",17.1122,289.0731,"T69_182",1204.45842077804
"DN1422","T69_1422",11.2107,290.0746,"T69_2",4860.61410708612
"DN1422","T69_1422",16.5266,290.0755,"T69_112",519.241058523784
"DN1422","T69_1422",7.0206,290.0749,"T69_69",2566.14232767741
"DN1422","T69_1422",6.0925,292.0942,"T69_168",965.407226744617
"DN1422","T69_1422",27.6792,293.2116,"T69_193",5099.12212753296
"DN1422","T69_1422",29.082,295.2265,"T69_238",3823.35840623817
"DN1422","T69_1422",28.9367,295.228,"T69_157",9996.70434666667
"DN1422","T69_1422",11.2072,301.0338,"T69_2",2130.35436612723
"DN1422","T69_1422",11.2071,303.05,"T69_2",2778.603123988
"DN1422","T69_1422",3.777,303.0508,"T69_81",6495.89967114259
"DN1422","T69_1422",9.3133,305.0666,"T69_3",20087.3836420962
"DN1422","T69_1422",3.7684,305.0667,"T69_81",44341.7187247831
"DN1422","T69_1422",14.5191,305.0655,"T69_236",3329.36921573037
"DN1422","T69_1422",15.1888,305.0659,"T69_198",1650.73476367186
"DN1422","T69_1422",3.7684,306.0705,"T69_81",6951.88475042726
"DN1422","T69_1422",9.3119,306.0696,"T69_3",2617.94669801161
"DN1422","T69_1422",31.417,311.2022,"T69_243",2761.64462995743
"DN1422","T69_1422",9.3191,317.0298,"T69_3",2614.66896027583
"DN1422","T69_1422",12.9274,319.0452,"T69_115",9692.22198968655
"DN1422","T69_1422",11.8156,329.1591,"T69_223",1111.28717387808
"DN1422","T69_1422",19.841,329.2322,"T69_265",1961.01859417724
"DN1422","T69_1422",9.3156,331.0456,"T69_3",5572.39782309133
"DN1422","T69_1422",11.2107,331.0448,"T69_2",2328.08531351026
"DN1422","T69_1422",10.7762,345.1549,"T69_257",543.81464935303
"DN1422","T69_1422",6.0893,364.0762,"T69_168",1430.94229057997
"DN1422","T69_1422",22.5387,382.9856,"T69_1",3051.80300878635
"DN1422","T69_1422",9.0339,387.1672,"T69_282",2070.29557035556
"DN1422","T69_1422",26.0435,410.1021,"T69_151",11735.4953732377
"DN1422","T69_1422",12.1386,433.078,"T69_214",3286.56810168456
"DN1422","T69_1422",16.5231,435.1066,"T69_112",1061.67775572544
"DN1422","T69_1422",11.2107,439.0658,"T69_2",6707.71954342213
"DN1422","T69_1422",7.2772,439.0879,"T69_143",202.270669916152
"DN1422","T69_1422",11.2107,440.0703,"T69_2",1572.25392779541
"DN1422","T69_1422",11.2106,441.0818,"T69_2",147913.44079223
"DN1422","T69_1422",2.6488,441.0819,"T69_136",6001.51147921898
"DN1422","T69_1422",11.689,441.081,"T69_221",290.209111684979
"DN1422","T69_1422",12.9604,441.0819,"T69_119",317.027360024453
"DN1422","T69_1422",13.6991,441.0818,"T69_79",44.6887744880447
"DN1422","T69_1422",12.5894,441.0819,"T69_80",165.32358507132
"DN1422","T69_1422",11.2106,442.0851,"T69_2",36396.538476454
"DN1422","T69_1422",11.2071,443.0868,"T69_2",7124.67441399272
"DN1422","T69_1422",10.4292,449.1083,"T69_74",4480.09464681571
"DN1422","T69_1422",14.5171,451.1013,"T69_236",1808.42717230987
"DN1422","T69_1422",9.3191,453.0458,"T69_3",7316.73444580482
"DN1422","T69_1422",10.9284,453.0443,"T69_175",859.127558485235
"DN1422","T69_1422",9.0768,453.1029,"T69_139",385.287284179689
"DN1422","T69_1422",9.3169,455.0614,"T69_3",30716.4525301853
"DN1422","T69_1422",9.3163,456.0649,"T69_3",8233.75503805619
"DN1422","T69_1422",9.3133,457.0773,"T69_3",215648.960100354
"DN1422","T69_1422",11.2251,457.0757,"T69_2",1198.55544723075
"DN1422","T69_1422",9.3133,458.0806,"T69_3",54092.7209611219
"DN1422","T69_1422",9.3133,459.0831,"T69_3",11406.1164816301
"DN1422","T69_1422",11.2107,461.0487,"T69_2",1728.7955824654
"DN1422","T69_1422",11.2106,463.0635,"T69_2",27629.8317161158
"DN1422","T69_1422",10.9862,463.0875,"T69_229",3595.25608042314
"DN1422","T69_1422",11.2089,464.067,"T69_2",6047.47806079978
"DN1422","T69_1422",9.6902,465.1035,"T69_105",1157.38018453631
"DN1422","T69_1422",12.9269,471.056,"T69_115",4366.61136542714
"DN1422","T69_1422",9.3169,471.0564,"T69_3",3742.61207729795
"DN1422","T69_1422",9.3271,473.0719,"T69_3",5929.82168676457
"DN1422","T69_1422",9.3226,477.0432,"T69_3",5022.07007104826
"DN1422","T69_1422",11.3508,477.1031,"T69_178",5121.62959377337
"DN1422","T69_1422",9.3163,479.0592,"T69_3",40892.7153329221
"DN1422","T69_1422",9.3163,480.0623,"T69_3",10089.3882776144
"DN1422","T69_1422",30.2969,480.3095,"T69_225",5213.83559238747
"DN1422","T69_1422",15.1888,481.1125,"T69_198",930.005524543111
"DN1422","T69_1422",7.2701,483.0774,"T69_143",770.522361273194
"DN1422","T69_1422",5.3106,487.1063,"T69_273",4.79823728813559
"DN1422","T69_1422",19.4432,489.2126,"T69_181",1488.94686323432
"DN1422","T69_1422",19.5551,489.2128,"T69_235",961.846024511
"DN1422","T69_1422",12.9247,493.0367,"T69_115",1357.01936642075
"DN1422","T69_1422",10.9434,501.1963,"T69_175",548.332703163656
"DN1422","T69_1422",9.3119,503.081,"T69_3",3055.14868158781
"DN1422","T69_1422",11.2107,504.076,"T69_2",3150.77347239792
"DN1422","T69_1422",29.2455,504.3085,"T69_245",3035.59972943791
"DN1422","T69_1422",10.4186,513.1023,"T69_74",5280.99509073895
"DN1422","T69_1422",12.2855,513.1027,"T69_253",378.132007141116
