feature_number,sample,rt,mz,PC_ID,TIC
274,DN1421,10.418600,513.102300,T69_74,7388.277414
274,DN1422,10.418600,513.102300,T69_74,5280.995091
274,DN1423,10.418600,513.102300,T69_74,1591.726894
274,DN1521,10.418600,513.102300,T69_74,1945.163789
275,DN1420,12.285500,513.102700,T69_253,152.015532
275,DN1421,12.285500,513.102700,T69_253,4358.462852
275,DN1422,12.285500,513.102700,T69_253,378.132007
275,DN1423,12.285500,513.102700,T69_253,142.475964
275,DN1521,12.285500,513.102700,T69_253,99.701742
276,DN1420,10.420400,513.604900,T69_74,313.061628
276,DN1421,10.420400,513.604900,T69_74,4010.453883
276,DN1422,10.420400,513.604900,T69_74,2591.582639
276,DN1423,10.420400,513.604900,T69_74,374.646064
276,DN1521,10.420400,513.604900,T69_74,710.042571
277,DN1420,13.799300,515.175200,T69_183,1420.484618
277,DN1420,13.799300,515.175200,T69_183,1420.484618
277,DN1421,13.799300,515.175200,T69_183,941.826852
277,DN1421,13.799300,515.175200,T69_183,941.826852
277,DN1422,13.799300,515.175200,T69_183,3393.279435
277,DN1422,13.799300,515.175200,T69_183,3393.279435
277,DN1423,13.799300,515.175200,T69_183,5674.476999
277,DN1423,13.799300,515.175200,T69_183,5674.476999
277,DN1521,13.799300,515.175200,T69_183,1045.530223
277,DN1521,13.799300,515.175200,T69_183,1045.530223
278,DN1420,9.313300,520.072500,T69_3,4884.915975
278,DN1421,9.313300,520.072500,T69_3,3842.700876
278,DN1422,9.313300,520.072500,T69_3,7524.399320
278,DN1423,9.313300,520.072500,T69_3,5946.197996
278,DN1521,9.313300,520.072500,T69_3,2898.191974
279,DN1420,9.686700,521.100600,T69_105,571.741591
279,DN1421,9.686700,521.100600,T69_105,5616.594041
279,DN1422,9.686700,521.100600,T69_105,2523.772656
279,DN1423,9.686700,521.100600,T69_105,1142.342345
279,DN1521,9.686700,521.100600,T69_105,1084.092352
280,DN1420,9.686700,521.602500,T69_105,157.850000
280,DN1421,9.686700,521.602500,T69_105,2713.886646
280,DN1422,9.686700,521.602500,T69_105,895.000808
280,DN1423,9.686700,521.602500,T69_105,311.079031
280,DN1521,9.686700,521.602500,T69_105,156.581943
281,DN1420,11.210700,525.033500,T69_2,833.069472
281,DN1421,11.210700,525.033500,T69_2,5972.897613
281,DN1422,11.210700,525.033500,T69_2,5404.560326
281,DN1423,11.210700,525.033500,T69_2,1012.295824
281,DN1521,11.210700,525.033500,T69_2,580.371298
282,DN1420,7.405100,532.093400,T69_78,7179.946807
282,DN1421,7.405100,532.093400,T69_78,163.269541
282,DN1422,7.405100,532.093400,T69_78,3474.897264
282,DN1423,7.405100,532.093400,T69_78,7507.793108
282,DN1521,7.405100,532.093400,T69_78,3783.276099
283,DN1420,7.405100,532.595400,T69_78,4238.706963
283,DN1421,7.405100,532.595400,T69_78,148.456267
283,DN1422,7.405100,532.595400,T69_78,1390.610473
283,DN1423,7.405100,532.595400,T69_78,4531.608828
283,DN1521,7.405100,532.595400,T69_78,2317.555737
284,DN1420,11.210700,539.998100,T69_2,1009.938181
284,DN1421,11.210700,539.998100,T69_2,8020.760291
284,DN1422,11.210700,539.998100,T69_2,4413.496405
284,DN1423,11.210700,539.998100,T69_2,800.532219
284,DN1521,11.210700,539.998100,T69_2,780.603502
285,DN1420,30.296900,540.330700,T69_225,835.362668
285,DN1421,30.296900,540.330700,T69_225,1496.117053
285,DN1422,30.296900,540.330700,T69_225,3570.754644
285,DN1423,30.296900,540.330700,T69_225,87.461903
285,DN1521,30.296900,540.330700,T69_225,2804.172026
286,DN1420,11.210700,541.003100,T69_2,390.496917
286,DN1421,11.210700,541.003100,T69_2,2662.490244
286,DN1422,11.210700,541.003100,T69_2,1370.230235
286,DN1423,11.210700,541.003100,T69_2,168.760653
286,DN1521,11.210700,541.003100,T69_2,169.830528
287,DN1420,9.316300,541.029500,T69_3,7921.723767
287,DN1421,9.316300,541.029500,T69_3,5625.620146
287,DN1422,9.316300,541.029500,T69_3,8110.292601
287,DN1423,9.316300,541.029500,T69_3,7212.514152
287,DN1521,9.316300,541.029500,T69_3,4559.413913
288,DN1420,9.316900,555.993900,T69_3,7915.658853
288,DN1421,9.316900,555.993900,T69_3,5711.407996
288,DN1422,9.316900,555.993900,T69_3,9933.651854
288,DN1423,9.316900,555.993900,T69_3,7930.263973
288,DN1521,9.316900,555.993900,T69_3,5088.148240
289,DN1420,9.318400,556.998700,T69_3,3449.695600
289,DN1421,9.318400,556.998700,T69_3,2340.530459
289,DN1422,9.318400,556.998700,T69_3,3918.504971
289,DN1423,9.318400,556.998700,T69_3,3546.511501
289,DN1521,9.318400,556.998700,T69_3,2466.619062
290,DN1420,10.222100,563.137000,T69_292,754.876783
290,DN1421,10.222100,563.137000,T69_292,3573.295226
290,DN1422,10.222100,563.137000,T69_292,1574.239921
290,DN1423,10.222100,563.137000,T69_292,1089.905507
290,DN1521,10.222100,563.137000,T69_292,509.070216
291,DN1420,9.897500,563.142000,T69_252,447.329642
291,DN1421,9.897500,563.142000,T69_252,2454.647347
291,DN1422,9.897500,563.142000,T69_252,1500.089410
291,DN1423,9.897500,563.142000,T69_252,675.547266
291,DN1521,9.897500,563.142000,T69_252,643.233768
292,DN1420,29.242000,564.330400,T69_245,716.311667
292,DN1421,29.242000,564.330400,T69_245,766.323479
292,DN1422,29.242000,564.330400,T69_245,3236.101196
292,DN1423,29.242000,564.330400,T69_245,275.694852
292,DN1521,29.242000,564.330400,T69_245,1139.178707
293,DN1420,6.734600,577.133600,T69_215,212.183644
293,DN1421,6.734600,577.133600,T69_215,6342.389114
293,DN1422,6.734600,577.133600,T69_215,2743.445305
293,DN1423,6.734600,577.133600,T69_215,528.738916
293,DN1521,6.734600,577.133600,T69_215,196.237548
294,DN1420,10.415100,585.123400,T69_74,471.682355
294,DN1421,10.415100,585.123400,T69_74,3379.497021
294,DN1422,10.415100,585.123400,T69_74,1881.372386
294,DN1423,10.415100,585.123400,T69_74,377.484781
294,DN1521,10.415100,585.123400,T69_74,625.509704
295,DN1420,18.090200,587.118000,T69_259,6.016304
295,DN1421,18.090200,587.118000,T69_259,3209.062295
295,DN1422,18.090200,587.118000,T69_259,21.168478
295,DN1423,18.090200,587.118000,T69_259,12.478261
295,DN1521,18.090200,587.118000,T69_259,9.358696
296,DN1420,9.399600,587.140300,T69_147,783.394547
296,DN1421,9.399600,587.140300,T69_147,4646.622705
296,DN1422,9.399600,587.140300,T69_147,3247.116565
296,DN1423,9.399600,587.140300,T69_147,1226.064128
296,DN1521,9.399600,587.140300,T69_147,809.573827
297,DN1420,12.254900,589.107400,T69_152,479.681000
297,DN1421,12.254900,589.107400,T69_152,7472.164840
297,DN1422,12.254900,589.107400,T69_152,2453.563607
297,DN1423,12.254900,589.107400,T69_152,509.106049
297,DN1521,12.254900,589.107400,T69_152,320.527137
298,DN1420,11.232200,589.106800,T69_228,279.353242
298,DN1421,11.232200,589.106800,T69_228,3551.364450
298,DN1422,11.232200,589.106800,T69_228,756.350461
298,DN1423,11.232200,589.106800,T69_228,211.092171
298,DN1521,11.232200,589.106800,T69_228,171.046704
299,DN1420,12.253400,589.608800,T69_152,362.351914
299,DN1421,12.253400,589.608800,T69_152,3877.980717
299,DN1422,12.253400,589.608800,T69_152,1465.352593
299,DN1423,12.253400,589.608800,T69_152,247.713074
299,DN1521,12.253400,589.608800,T69_152,134.310600
300,DN1420,12.953200,593.092200,T69_119,24.431025
300,DN1421,12.953200,593.092200,T69_119,21886.776699
300,DN1422,12.953200,593.092200,T69_119,364.970795
300,DN1423,12.953200,593.092200,T69_119,22.673553
300,DN1521,12.953200,593.092200,T69_119,46.007500
301,DN1420,13.699100,593.092200,T69_79,48.973200
301,DN1420,13.699100,593.092200,T69_79,48.973200
301,DN1421,13.699100,593.092200,T69_79,32360.111300
301,DN1421,13.699100,593.092200,T69_79,32360.111300
301,DN1422,13.699100,593.092200,T69_79,43.081117
301,DN1422,13.699100,593.092200,T69_79,43.081117
301,DN1423,13.699100,593.092200,T69_79,45.002400
301,DN1423,13.699100,593.092200,T69_79,45.002400
301,DN1521,13.699100,593.092200,T69_79,36.485495
301,DN1521,13.699100,593.092200,T69_79,36.485495
302,DN1420,12.585800,593.092700,T69_80,24.497868
302,DN1421,12.585800,593.092700,T69_80,30404.159441
302,DN1422,12.585800,593.092700,T69_80,504.806665
302,DN1423,12.585800,593.092700,T69_80,42.528412
302,DN1521,12.585800,593.092700,T69_80,54.271861
303,DN1420,8.256700,593.093600,T69_28,3601.791897
303,DN1421,8.256700,593.093600,T69_28,407.987187
303,DN1422,8.256700,593.093600,T69_28,2641.291842
303,DN1423,8.256700,593.093600,T69_28,4369.696598
303,DN1521,8.256700,593.093600,T69_28,2303.236249
304,DN1420,4.610500,593.128200,T69_249,827.336829
304,DN1421,4.610500,593.128200,T69_249,1360.414124
304,DN1422,4.610500,593.128200,T69_249,6537.998071
304,DN1423,4.610500,593.128200,T69_249,2220.313385
304,DN1521,4.610500,593.128200,T69_249,729.009747
305,DN1420,12.953200,594.096100,T69_119,17.555349
305,DN1421,12.953200,594.096100,T69_119,7123.087622
305,DN1422,12.953200,594.096100,T69_119,75.546102
305,DN1423,12.953200,594.096100,T69_119,22.602512
305,DN1521,12.953200,594.096100,T69_119,8.777674
306,DN1420,13.699100,594.095100,T69_79,16.545000
306,DN1420,13.699100,594.095100,T69_79,16.545000
306,DN1421,13.699100,594.095100,T69_79,10415.899145
306,DN1421,13.699100,594.095100,T69_79,10415.899145
306,DN1422,13.699100,594.095100,T69_79,158.326979
306,DN1422,13.699100,594.095100,T69_79,158.326979
306,DN1423,13.699100,594.095100,T69_79,7.500400
306,DN1423,13.699100,594.095100,T69_79,7.500400
306,DN1521,13.699100,594.095100,T69_79,25.148400
306,DN1521,13.699100,594.095100,T69_79,25.148400
307,DN1420,12.585800,594.095200,T69_80,33.150600
307,DN1421,12.585800,594.095200,T69_80,9355.744748
307,DN1422,12.585800,594.095200,T69_80,126.404529
307,DN1423,12.585800,594.095200,T69_80,9.020571
307,DN1521,12.585800,594.095200,T69_80,37.803057
308,DN1420,11.635400,597.104800,T69_195,105.307914
308,DN1421,11.635400,597.104800,T69_195,3663.484048
308,DN1422,11.635400,597.104800,T69_195,368.256180
308,DN1423,11.635400,597.104800,T69_195,81.912065
308,DN1521,11.635400,597.104800,T69_195,74.424258
309,DN1420,10.558100,597.106100,T69_227,251.735051
309,DN1421,10.558100,597.106100,T69_227,3604.531711
309,DN1422,10.558100,597.106100,T69_227,395.684710
309,DN1423,10.558100,597.106100,T69_227,426.912816
309,DN1521,10.558100,597.106100,T69_227,221.876931
310,DN1420,8.960600,599.103600,T69_200,946.846600
310,DN1421,8.960600,599.103600,T69_200,5826.627935
310,DN1422,8.960600,599.103600,T69_200,7893.240872
310,DN1423,8.960600,599.103600,T69_200,1736.330167
310,DN1521,8.960600,599.103600,T69_200,1355.348880
311,DN1420,7.367100,600.101600,T69_124,1884.280433
311,DN1421,7.367100,600.101600,T69_124,58.052158
311,DN1422,7.367100,600.101600,T69_124,852.078930
311,DN1423,7.367100,600.101600,T69_124,3166.596709
311,DN1521,7.367100,600.101600,T69_124,1575.668090
312,DN1420,11.162900,601.118100,T69_138,617.632565
312,DN1421,11.162900,601.118100,T69_138,2597.773886
312,DN1422,11.162900,601.118100,T69_138,10158.500833
312,DN1423,11.162900,601.118100,T69_138,2606.559723
312,DN1521,11.162900,601.118100,T69_138,3643.141082
313,DN1420,10.657300,601.116500,T69_264,745.730206
313,DN1421,10.657300,601.116500,T69_264,1511.980879
313,DN1422,10.657300,601.116500,T69_264,3877.775555
313,DN1423,10.657300,601.116500,T69_264,731.258472
313,DN1521,10.657300,601.116500,T69_264,760.246928
314,DN1420,11.160600,602.119600,T69_138,173.798814
314,DN1421,11.160600,602.119600,T69_138,591.960877
314,DN1422,11.160600,602.119600,T69_138,2740.798924
314,DN1423,11.160600,602.119600,T69_138,793.832838
314,DN1521,11.160600,602.119600,T69_138,564.095194
315,DN1420,8.496900,603.134000,T69_290,807.772611
315,DN1421,8.496900,603.134000,T69_290,14084.607821
315,DN1422,8.496900,603.134000,T69_290,7442.332515
315,DN1423,8.496900,603.134000,T69_290,3025.093698
315,DN1521,8.496900,603.134000,T69_290,2403.619047
316,DN1420,8.498400,604.138200,T69_290,324.952770
316,DN1421,8.498400,604.138200,T69_290,4417.160495
316,DN1422,8.498400,604.138200,T69_290,1393.546893
316,DN1423,8.498400,604.138200,T69_290,570.953656
316,DN1521,8.498400,604.138200,T69_290,646.060781
317,DN1420,2.673000,607.108300,T69_136,1990.342757
317,DN1421,2.673000,607.108300,T69_136,695.713101
317,DN1422,2.673000,607.108300,T69_136,3835.739714
317,DN1423,2.673000,607.108300,T69_136,4989.801032
317,DN1521,2.673000,607.108300,T69_136,1423.115768
318,DN1420,11.225100,609.086600,T69_2,3330.045403
318,DN1420,11.225100,609.086600,T69_2,3330.045403
318,DN1421,11.225100,609.086600,T69_2,31948.893421
318,DN1421,11.225100,609.086600,T69_2,31948.893421
318,DN1422,11.225100,609.086600,T69_2,2736.329798
318,DN1422,11.225100,609.086600,T69_2,2736.329798
318,DN1423,11.225100,609.086600,T69_2,2278.659296
318,DN1423,11.225100,609.086600,T69_2,2278.659296
318,DN1521,11.225100,609.086600,T69_2,4794.003716
318,DN1521,11.225100,609.086600,T69_2,4794.003716
319,DN1420,2.651100,609.123500,T69_136,12242.116158
319,DN1421,2.651100,609.123500,T69_136,1365.577949
319,DN1422,2.651100,609.123500,T69_136,23922.584634
319,DN1423,2.651100,609.123500,T69_136,23792.155393
319,DN1521,2.651100,609.123500,T69_136,9955.517316
320,DN1420,5.015100,609.121700,T69_269,644.986567
320,DN1421,5.015100,609.121700,T69_269,369.113705
320,DN1422,5.015100,609.121700,T69_269,1638.414182
320,DN1423,5.015100,609.121700,T69_269,2484.493020
320,DN1521,5.015100,609.121700,T69_269,863.384178
321,DN1420,11.221500,610.089900,T69_2,251.150468
321,DN1420,11.221500,610.089900,T69_2,251.150468
321,DN1421,11.221500,610.089900,T69_2,8148.593371
321,DN1421,11.221500,610.089900,T69_2,8148.593371
321,DN1422,11.221500,610.089900,T69_2,367.161705
321,DN1422,11.221500,610.089900,T69_2,367.161705
321,DN1423,11.221500,610.089900,T69_2,184.451603
321,DN1423,11.221500,610.089900,T69_2,184.451603
321,DN1521,11.221500,610.089900,T69_2,383.425548
321,DN1521,11.221500,610.089900,T69_2,383.425548
322,DN1420,2.654700,610.127800,T69_136,3169.225689
322,DN1421,2.654700,610.127800,T69_136,858.952108
322,DN1422,2.654700,610.127800,T69_136,6372.513782
322,DN1423,2.654700,610.127800,T69_136,6847.816114
322,DN1521,2.654700,610.127800,T69_136,2674.674244
323,DN1420,13.699100,615.074400,T69_79,5.524242
323,DN1421,13.699100,615.074400,T69_79,3402.185426
323,DN1422,13.699100,615.074400,T69_79,34.240410
323,DN1423,13.699100,615.074400,T69_79,9.722667
323,DN1521,13.699100,615.074400,T69_79,13.700121
324,DN1420,12.589400,615.074600,T69_80,23.401304
324,DN1421,12.589400,615.074600,T69_80,2679.685317
324,DN1422,12.589400,615.074600,T69_80,10.252000
324,DN1423,12.589400,615.074600,T69_80,4.234522
324,DN1521,12.589400,615.074600,T69_80,25.852870
325,DN1420,8.621000,617.113700,T69_176,496.735233
325,DN1421,8.621000,617.113700,T69_176,4209.598002
325,DN1422,8.621000,617.113700,T69_176,5422.090278
325,DN1423,8.621000,617.113700,T69_176,1076.255650
325,DN1521,8.621000,617.113700,T69_176,1066.260741
326,DN1420,9.544400,635.087600,T69_266,123.478727
326,DN1421,9.544400,635.087600,T69_266,2261.458006
326,DN1422,9.544400,635.087600,T69_266,88.966328
326,DN1423,9.544400,635.087600,T69_266,41.159576
326,DN1521,9.544400,635.087600,T69_266,21.484394
327,DN1420,8.955200,665.132300,T69_200,1321.479777
327,DN1421,8.955200,665.132300,T69_200,856.341330
327,DN1422,8.955200,665.132300,T69_200,2698.056939
327,DN1423,8.955200,665.132300,T69_200,1442.326275
327,DN1521,8.955200,665.132300,T69_200,965.856212
328,DN1420,21.722100,675.227300,T69_187,1997.044982
328,DN1421,21.722100,675.227300,T69_187,9924.670141
328,DN1422,21.722100,675.227300,T69_187,5397.861419
328,DN1423,21.722100,675.227300,T69_187,7211.047299
328,DN1521,21.722100,675.227300,T69_187,1376.474254
329,DN1420,27.072300,675.359500,T69_248,189.813869
329,DN1421,27.072300,675.359500,T69_248,1274.892955
329,DN1422,27.072300,675.359500,T69_248,3560.448489
329,DN1423,27.072300,675.359500,T69_248,111.311224
329,DN1521,27.072300,675.359500,T69_248,1846.996274
330,DN1420,7.364000,684.122300,T69_124,9604.983579
330,DN1421,7.364000,684.122300,T69_124,238.994262
330,DN1422,7.364000,684.122300,T69_124,4890.006718
330,DN1423,7.364000,684.122300,T69_124,14126.526484
330,DN1521,7.364000,684.122300,T69_124,6328.645731
331,DN1420,7.362200,684.623300,T69_124,6839.904855
331,DN1421,7.362200,684.623300,T69_124,169.982535
331,DN1422,7.362200,684.623300,T69_124,3431.116762
331,DN1423,7.362200,684.623300,T69_124,9466.352488
331,DN1521,7.362200,684.623300,T69_124,4549.176512
332,DN1420,7.367100,685.123900,T69_124,2279.055722
332,DN1421,7.367100,685.123900,T69_124,35.007533
332,DN1422,7.367100,685.123900,T69_124,746.874991
332,DN1423,7.367100,685.123900,T69_124,3720.410380
332,DN1521,7.367100,685.123900,T69_124,1665.549333
333,DN1420,7.545400,723.189700,T69_140,78.490986
333,DN1421,7.545400,723.189700,T69_140,7817.303231
333,DN1422,7.545400,723.189700,T69_140,1184.188742
333,DN1423,7.545400,723.189700,T69_140,225.583121
333,DN1521,7.545400,723.189700,T69_140,453.381813
334,DN1420,8.694400,723.190500,T69_156,50.548382
334,DN1421,8.694400,723.190500,T69_156,6556.345293
334,DN1422,8.694400,723.190500,T69_156,811.643555
334,DN1423,8.694400,723.190500,T69_156,490.698628
334,DN1521,8.694400,723.190500,T69_156,300.084290
335,DN1420,7.549000,724.191900,T69_140,48.992426
335,DN1421,7.549000,724.191900,T69_140,3243.048011
335,DN1422,7.549000,724.191900,T69_140,572.159410
335,DN1423,7.549000,724.191900,T69_140,158.299533
335,DN1521,7.549000,724.191900,T69_140,121.285069
336,DN1420,10.422700,729.144600,T69_74,4650.331096
336,DN1421,10.422700,729.144600,T69_74,25234.929278
336,DN1422,10.422700,729.144600,T69_74,15448.069927
336,DN1423,10.422700,729.144600,T69_74,3441.366484
336,DN1521,10.422700,729.144600,T69_74,1140.101805
337,DN1420,11.896400,729.146100,T69_254,228.682942
337,DN1421,11.896400,729.146100,T69_254,2790.574185
337,DN1422,11.896400,729.146100,T69_254,652.265129
337,DN1423,11.896400,729.146100,T69_254,216.101937
337,DN1521,11.896400,729.146100,T69_254,107.504704
338,DN1420,10.424000,730.147400,T69_74,1188.650578
338,DN1421,10.424000,730.147400,T69_74,9288.477981
338,DN1422,10.424000,730.147400,T69_74,5974.448325
338,DN1423,10.424000,730.147400,T69_74,947.370296
338,DN1521,10.424000,730.147400,T69_74,533.718576
339,DN1420,9.362000,730.162900,T69_173,1148.503540
339,DN1421,9.362000,730.162900,T69_173,6506.980542
339,DN1422,9.362000,730.162900,T69_173,5272.784084
339,DN1423,9.362000,730.162900,T69_173,3252.625258
339,DN1521,9.362000,730.162900,T69_173,2790.714269
340,DN1420,9.358600,730.664500,T69_173,1289.706314
340,DN1421,9.358600,730.664500,T69_173,5172.737610
340,DN1422,9.358600,730.664500,T69_173,4236.205075
340,DN1423,9.358600,730.664500,T69_173,2289.503709
340,DN1521,9.358600,730.664500,T69_173,1738.010052
341,DN1420,9.008900,738.159300,T69_234,498.290825
341,DN1421,9.008900,738.159300,T69_234,3915.981679
341,DN1422,9.008900,738.159300,T69_234,1298.171702
341,DN1423,9.008900,738.159300,T69_234,1513.897242
341,DN1521,9.008900,738.159300,T69_234,1602.355792
342,DN1420,8.858800,738.661500,T69_232,178.949076
342,DN1421,8.858800,738.661500,T69_232,3003.482980
342,DN1422,8.858800,738.661500,T69_232,1003.960824
342,DN1423,8.858800,738.661500,T69_232,755.587742
342,DN1521,8.858800,738.661500,T69_232,1024.317540
343,DN1420,6.431500,739.183500,T69_300,34.798432
343,DN1421,6.431500,739.183500,T69_300,5393.901780
343,DN1422,6.431500,739.183500,T69_300,376.683320
343,DN1423,6.431500,739.183500,T69_300,332.505636
343,DN1521,6.431500,739.183500,T69_300,216.913892
344,DN1420,7.677000,739.183900,T69_202,52.226461
344,DN1421,7.677000,739.183900,T69_202,4758.350805
344,DN1422,7.677000,739.183900,T69_202,577.275546
344,DN1423,7.677000,739.183900,T69_202,319.891892
344,DN1521,7.677000,739.183900,T69_202,173.461547
345,DN1420,9.269000,743.124300,T69_293,2486.045702
345,DN1421,9.269000,743.124300,T69_293,2554.045898
345,DN1422,9.269000,743.124300,T69_293,4882.337882
345,DN1423,9.269000,743.124300,T69_293,1953.115775
345,DN1521,9.269000,743.124300,T69_293,686.324761
346,DN1420,10.450700,745.139300,T69_130,1954.140888
346,DN1421,10.450700,745.139300,T69_130,1852.149635
346,DN1422,10.450700,745.139300,T69_130,4202.209776
346,DN1423,10.450700,745.139300,T69_130,1396.753969
346,DN1521,10.450700,745.139300,T69_130,735.040060
347,DN1420,9.270400,745.140400,T69_293,25490.548154
347,DN1421,9.270400,745.140400,T69_293,22606.899309
347,DN1422,9.270400,745.140400,T69_293,44727.688032
347,DN1423,9.270400,745.140400,T69_293,26935.334838
347,DN1521,9.270400,745.140400,T69_293,11248.708801
348,DN1420,9.272800,746.143700,T69_293,9725.888630
348,DN1421,9.272800,746.143700,T69_293,8775.198818
348,DN1422,9.272800,746.143700,T69_293,18468.837416
348,DN1423,9.272800,746.143700,T69_293,10722.479509
348,DN1521,9.272800,746.143700,T69_293,4687.783047
349,DN1420,9.273000,747.145800,T69_293,1799.812883
349,DN1421,9.273000,747.145800,T69_293,1808.932235
349,DN1422,9.273000,747.145800,T69_293,4267.082449
349,DN1423,9.273000,747.145800,T69_293,2660.798368
349,DN1521,9.273000,747.145800,T69_293,952.529786
350,DN1420,8.266600,757.102900,T69_28,2235.514335
350,DN1421,8.266600,757.102900,T69_28,441.479435
350,DN1422,8.266600,757.102900,T69_28,1949.669909
350,DN1423,8.266600,757.102900,T69_28,3125.123726
350,DN1521,8.266600,757.102900,T69_28,1597.915520
351,DN1420,8.263000,759.117700,T69_28,19107.197061
351,DN1421,8.263000,759.117700,T69_28,2796.892733
351,DN1422,8.263000,759.117700,T69_28,14679.710148
351,DN1423,8.263000,759.117700,T69_28,20482.549781
351,DN1521,8.263000,759.117700,T69_28,9149.802152
352,DN1420,8.259400,760.122000,T69_28,7432.148239
352,DN1421,8.259400,760.122000,T69_28,842.939236
352,DN1422,8.259400,760.122000,T69_28,4672.249882
352,DN1423,8.259400,760.122000,T69_28,8289.809694
352,DN1521,8.259400,760.122000,T69_28,2937.989932
353,DN1420,8.256700,761.134600,T69_28,107525.426484
353,DN1421,8.256700,761.134600,T69_28,18046.351243
353,DN1422,8.256700,761.134600,T69_28,82633.428910
353,DN1423,8.256700,761.134600,T69_28,122571.548608
353,DN1521,8.256700,761.134600,T69_28,70145.370513
354,DN1420,9.232600,761.135400,T69_116,13419.442143
354,DN1421,9.232600,761.135400,T69_116,1177.917587
354,DN1422,9.232600,761.135400,T69_116,8718.646890
354,DN1423,9.232600,761.135400,T69_116,13178.357740
354,DN1521,9.232600,761.135400,T69_116,7885.446511
355,DN1420,7.912000,761.134300,T69_113,12251.909355
355,DN1421,7.912000,761.134300,T69_113,250.839547
355,DN1422,7.912000,761.134300,T69_113,5663.749057
355,DN1423,7.912000,761.134300,T69_113,12148.959396
355,DN1521,7.912000,761.134300,T69_113,7178.136903
356,DN1420,9.966300,761.134000,T69_299,5014.365695
356,DN1421,9.966300,761.134000,T69_299,346.243948
356,DN1422,9.966300,761.134000,T69_299,1944.806815
356,DN1423,9.966300,761.134000,T69_299,3573.702808
356,DN1521,9.966300,761.134000,T69_299,2865.502063
357,DN1420,8.255900,762.137700,T69_28,43013.055642
357,DN1421,8.255900,762.137700,T69_28,7059.716633
357,DN1422,8.255900,762.137700,T69_28,33190.532141
357,DN1423,8.255900,762.137700,T69_28,50334.569594
357,DN1521,8.255900,762.137700,T69_28,26700.841758
358,DN1420,9.234400,762.138500,T69_116,5011.521839
358,DN1421,9.234400,762.138500,T69_116,533.231563
358,DN1422,9.234400,762.138500,T69_116,3283.661983
358,DN1423,9.234400,762.138500,T69_116,5591.718564
358,DN1521,9.234400,762.138500,T69_116,2940.546001
359,DN1420,7.912000,762.137400,T69_113,4610.818005
359,DN1421,7.912000,762.137400,T69_113,171.483656
359,DN1422,7.912000,762.137400,T69_113,2338.761521
359,DN1423,7.912000,762.137400,T69_113,4644.026457
359,DN1521,7.912000,762.137400,T69_113,2811.815482
360,DN1420,8.258100,763.140300,T69_28,11262.417612
360,DN1421,8.258100,763.140300,T69_28,1416.527986
360,DN1422,8.258100,763.140300,T69_28,8406.391138
360,DN1423,8.258100,763.140300,T69_28,13541.330557
360,DN1521,8.258100,763.140300,T69_28,7632.882103
361,DN1420,8.255900,764.142700,T69_28,2170.622283
361,DN1421,8.255900,764.142700,T69_28,209.214861
361,DN1422,8.255900,764.142700,T69_28,1436.627074
361,DN1423,8.255900,764.142700,T69_28,2257.466948
361,DN1521,8.255900,764.142700,T69_28,930.406777
362,DN1420,8.256300,783.115500,T69_28,7819.000712
362,DN1421,8.256300,783.115500,T69_28,1000.698064
362,DN1422,8.256300,783.115500,T69_28,5373.755783
362,DN1423,8.256300,783.115500,T69_28,8540.561647
362,DN1521,8.256300,783.115500,T69_28,5451.527748
363,DN1420,8.263000,784.115100,T69_28,2319.102903
363,DN1421,8.263000,784.115100,T69_28,414.510267
363,DN1422,8.263000,784.115100,T69_28,2100.926146
363,DN1423,8.263000,784.115100,T69_28,3700.514561
363,DN1521,8.263000,784.115100,T69_28,2016.057255
364,DN1420,9.610000,806.167200,T69_144,3907.307480
364,DN1421,9.610000,806.167200,T69_144,4319.307234
364,DN1422,9.610000,806.167200,T69_144,9666.873688
364,DN1423,9.610000,806.167200,T69_144,3137.001350
364,DN1521,9.610000,806.167200,T69_144,4569.443566
365,DN1420,11.555600,806.165400,T69_209,1374.004118
365,DN1421,11.555600,806.165400,T69_209,4026.365765
365,DN1422,11.555600,806.165400,T69_209,4167.777426
365,DN1423,11.555600,806.165400,T69_209,1401.420539
365,DN1521,11.555600,806.165400,T69_209,399.762299
366,DN1420,10.334600,806.166800,T69_219,1338.553720
366,DN1421,10.334600,806.166800,T69_219,3364.974910
366,DN1422,10.334600,806.166800,T69_219,3487.940303
366,DN1423,10.334600,806.166800,T69_219,1126.915932
366,DN1521,10.334600,806.166800,T69_219,362.488646
367,DN1420,9.611100,806.669300,T69_144,3199.913361
367,DN1421,9.611100,806.669300,T69_144,3772.857048
367,DN1422,9.611100,806.669300,T69_144,7799.384960
367,DN1423,9.611100,806.669300,T69_144,3053.451790
367,DN1521,9.611100,806.669300,T69_144,3927.130574
368,DN1420,10.336400,806.669000,T69_219,1042.943485
368,DN1421,10.336400,806.669000,T69_219,2965.198010
368,DN1422,10.336400,806.669000,T69_219,2716.122166
368,DN1423,10.336400,806.669000,T69_219,758.041838
368,DN1521,10.336400,806.669000,T69_219,318.179448
369,DN1420,11.555600,806.667400,T69_209,1371.556760
369,DN1421,11.555600,806.667400,T69_209,3326.624068
369,DN1422,11.555600,806.667400,T69_209,3811.612885
369,DN1423,11.555600,806.667400,T69_209,1108.670867
369,DN1521,11.555600,806.667400,T69_209,384.910225
370,DN1420,9.611400,807.168900,T69_144,1633.455852
370,DN1421,9.611400,807.168900,T69_144,1745.222517
