feature_number,sample,rt,mz,PC_ID,TIC
88,DN733,8.841400,458.079900,M4_15,5199.281924
88,DN734,8.841400,458.079900,M4_15,1353.553275
89,DN1686,11.001100,461.069900,M4_2,6687.899906
89,DN1689,11.001100,461.069900,M4_2,4152.560101
89,DN732,11.001100,461.069900,M4_2,4884.892372
89,DN733,11.001100,461.069900,M4_2,4005.188476
89,DN734,11.001100,461.069900,M4_2,3728.768148
90,DN1686,10.993900,463.086800,M4_2,231252.064401
90,DN1689,10.993900,463.086800,M4_2,200281.340753
90,DN732,10.993900,463.086800,M4_2,169937.539145
90,DN733,10.993900,463.086800,M4_2,153434.682542
90,DN734,10.993900,463.086800,M4_2,122795.052239
90,DN1420,10.986200,463.087500,T69_229,827.690352
90,DN1421,10.986200,463.087500,T69_229,1591.885934
90,DN1422,10.986200,463.087500,T69_229,3595.256080
90,DN1423,10.986200,463.087500,T69_229,349.012271
90,DN1521,10.986200,463.087500,T69_229,388.041345
91,DN1686,13.157900,463.084300,M4_112,2950.845312
91,DN1689,13.157900,463.084300,M4_112,575.202710
91,DN732,13.157900,463.084300,M4_112,703.431869
91,DN733,13.157900,463.084300,M4_112,699.743140
91,DN734,13.157900,463.084300,M4_112,2388.353108
92,DN1686,10.993900,464.089400,M4_2,50389.874136
92,DN1689,10.993900,464.089400,M4_2,43484.185492
92,DN732,10.993900,464.089400,M4_2,37980.745849
92,DN733,10.993900,464.089400,M4_2,35181.566141
92,DN734,10.993900,464.089400,M4_2,27370.566576
93,DN1686,8.688500,465.066700,M4_66,4107.930433
93,DN1689,8.688500,465.066700,M4_66,3458.648995
93,DN732,8.688500,465.066700,M4_66,2709.062075
93,DN733,8.688500,465.066700,M4_66,5830.947117
93,DN734,8.688500,465.066700,M4_66,846.541732
94,DN1686,10.993900,465.091800,M4_2,9539.287145
94,DN1689,10.993900,465.091800,M4_2,8156.264405
94,DN732,10.993900,465.091800,M4_2,8408.374432
94,DN733,10.993900,465.091800,M4_2,7140.307299
94,DN734,10.993900,465.091800,M4_2,6153.334686
95,DN1686,8.824400,479.058900,M4_15,3160.368586
95,DN1689,8.824400,479.058900,M4_15,5897.838240
95,DN732,8.824400,479.058900,M4_15,5224.412483
95,DN733,8.824400,479.058900,M4_15,5377.029285
95,DN734,8.824400,479.058900,M4_15,1088.869919
96,DN1686,9.020200,482.071000,M4_3,38104.872901
96,DN1689,9.020200,482.071000,M4_3,14810.692796
96,DN732,9.020200,482.071000,M4_3,31033.653271
96,DN733,9.020200,482.071000,M4_3,41876.240403
96,DN734,9.020200,482.071000,M4_3,31018.932271
97,DN1686,9.019500,483.074800,M4_3,6779.193139
97,DN1689,9.019500,483.074800,M4_3,7069.161148
97,DN732,9.019500,483.074800,M4_3,10676.856082
97,DN733,9.019500,483.074800,M4_3,10394.086015
97,DN734,9.019500,483.074800,M4_3,7236.709322
98,DN1686,10.718900,484.087000,M4_6,178997.671767
98,DN1689,10.718900,484.087000,M4_6,103812.808541
98,DN732,10.718900,484.087000,M4_6,123955.465994
98,DN733,10.718900,484.087000,M4_6,103415.125680
98,DN734,10.718900,484.087000,M4_6,124093.026866
99,DN1686,9.005900,484.087100,M4_3,196439.234269
99,DN1689,9.005900,484.087100,M4_3,145150.205631
99,DN732,9.005900,484.087100,M4_3,209179.055020
99,DN733,9.005900,484.087100,M4_3,188616.501584
99,DN734,9.005900,484.087100,M4_3,132004.521599
100,DN1686,10.254700,484.087300,M4_96,845.472367
100,DN1689,10.254700,484.087300,M4_96,699.190317
100,DN732,10.254700,484.087300,M4_96,511.506758
100,DN733,10.254700,484.087300,M4_96,561.882743
100,DN734,10.254700,484.087300,M4_96,1974.446454
101,DN1686,10.726100,485.090200,M4_6,42909.097981
101,DN1689,10.726100,485.090200,M4_6,23276.110880
101,DN732,10.726100,485.090200,M4_6,32362.963077
101,DN733,10.726100,485.090200,M4_6,25231.289835
101,DN734,10.726100,485.090200,M4_6,30863.166379
102,DN1686,9.002300,485.090700,M4_3,43021.168457
102,DN1689,9.002300,485.090700,M4_3,34769.973441
102,DN732,9.002300,485.090700,M4_3,52250.834724
102,DN733,9.002300,485.090700,M4_3,48752.561298
102,DN734,9.002300,485.090700,M4_3,34452.832921
103,DN1686,10.724500,486.091900,M4_6,7451.704027
103,DN1689,10.724500,486.091900,M4_6,3994.411766
103,DN732,10.724500,486.091900,M4_6,6025.267524
103,DN733,10.724500,486.091900,M4_6,5063.347647
103,DN734,10.724500,486.091900,M4_6,4731.660620
104,DN1686,9.004600,486.092600,M4_3,8225.733919
104,DN1689,9.004600,486.092600,M4_3,7102.974908
104,DN732,9.004600,486.092600,M4_3,10646.766694
104,DN733,9.004600,486.092600,M4_3,9375.024840
104,DN734,9.004600,486.092600,M4_3,5117.010394
105,DN1686,3.500000,493.118900,M4_81,6692.628512
105,DN1686,3.500000,493.118900,M4_81,6692.628512
105,DN1689,3.500000,493.118900,M4_81,3927.216203
105,DN1689,3.500000,493.118900,M4_81,3927.216203
105,DN732,3.500000,493.118900,M4_81,353.127995
105,DN732,3.500000,493.118900,M4_81,353.127995
105,DN733,3.500000,493.118900,M4_81,296.423039
105,DN733,3.500000,493.118900,M4_81,296.423039
105,DN734,3.500000,493.118900,M4_81,85.212235
105,DN734,3.500000,493.118900,M4_81,85.212235
106,DN1686,2.975600,493.118900,M4_133,3458.852551
106,DN1689,2.975600,493.118900,M4_133,1444.659613
106,DN732,2.975600,493.118900,M4_133,143.530284
106,DN733,2.975600,493.118900,M4_133,169.537259
106,DN734,2.975600,493.118900,M4_133,83.233691
107,DN1686,11.001100,497.091500,M4_2,12006.324525
107,DN1689,11.001100,497.091500,M4_2,10676.176907
107,DN732,11.001100,497.091500,M4_2,14389.296053
107,DN733,11.001100,497.091500,M4_2,12946.001498
107,DN734,11.001100,497.091500,M4_2,11923.224762
108,DN1686,6.504900,498.066900,M4_1,4678.984638
108,DN1689,6.504900,498.066900,M4_1,1878.865419
108,DN732,6.504900,498.066900,M4_1,6038.619483
108,DN733,6.504900,498.066900,M4_1,5692.584075
108,DN734,6.504900,498.066900,M4_1,3498.897915
109,DN1686,9.018800,500.081800,M4_3,7914.837567
109,DN1689,9.018800,500.081800,M4_3,5463.646296
109,DN732,9.018800,500.081800,M4_3,11340.752060
109,DN733,9.018800,500.081800,M4_3,9405.716659
109,DN734,9.018800,500.081800,M4_3,8724.241133
110,DN1686,9.013000,506.068800,M4_3,5357.133965
110,DN1689,9.013000,506.068800,M4_3,7985.734284
110,DN732,9.013000,506.068800,M4_3,3990.640398
110,DN733,9.013000,506.068800,M4_3,5766.490599
110,DN734,9.013000,506.068800,M4_3,4188.800456
111,DN1686,9.015300,518.092700,M4_3,1817.090674
111,DN1689,9.015300,518.092700,M4_3,1107.816600
111,DN732,9.015300,518.092700,M4_3,3310.019125
111,DN733,9.015300,518.092700,M4_3,3627.300724
111,DN734,9.015300,518.092700,M4_3,2505.237905
112,DN1686,9.007000,536.998400,M4_3,2627.534149
112,DN1689,9.007000,536.998400,M4_3,1181.857913
112,DN732,9.007000,536.998400,M4_3,4336.236698
112,DN733,9.007000,536.998400,M4_3,5435.801930
112,DN734,9.007000,536.998400,M4_3,2239.055333
113,DN1686,9.007000,538.006000,M4_3,2201.589639
113,DN1689,9.007000,538.006000,M4_3,1004.914674
113,DN732,9.007000,538.006000,M4_3,4348.643619
113,DN733,9.007000,538.006000,M4_3,2482.998995
113,DN734,9.007000,538.006000,M4_3,2187.745858
114,DN1686,1.250300,580.159600,M4_79,3260.516992
114,DN1689,1.250300,580.159600,M4_79,1036.516867
114,DN732,1.250300,580.159600,M4_79,591.353709
114,DN733,1.250300,580.159600,M4_79,371.377946
114,DN734,1.250300,580.159600,M4_79,501.913195
115,DN1686,8.725800,589.083000,M4_128,1667.732542
115,DN1689,8.725800,589.083000,M4_128,1502.834601
115,DN732,8.725800,589.083000,M4_128,1810.223034
115,DN733,8.725800,589.083000,M4_128,3041.563775
115,DN734,8.725800,589.083000,M4_128,848.733459
116,DN1686,8.712800,591.098000,M4_44,8243.426096
116,DN1689,8.712800,591.098000,M4_44,11488.645549
116,DN732,8.712800,591.098000,M4_44,10303.000322
116,DN733,8.712800,591.098000,M4_44,14611.885518
116,DN734,8.712800,591.098000,M4_44,5260.290392
117,DN1686,8.712700,592.101500,M4_44,2327.477588
117,DN1689,8.712700,592.101500,M4_44,2054.951191
117,DN732,8.712700,592.101500,M4_44,2663.198872
117,DN733,8.712700,592.101500,M4_44,4200.282151
117,DN734,8.712700,592.101500,M4_44,1055.320099
118,DN1686,11.005100,609.087300,M4_2,20340.276279
118,DN1686,11.005100,609.087300,M4_2,20340.276279
118,DN1689,11.005100,609.087300,M4_2,12303.580532
118,DN1689,11.005100,609.087300,M4_2,12303.580532
118,DN732,11.005100,609.087300,M4_2,19001.503306
118,DN732,11.005100,609.087300,M4_2,19001.503306
118,DN733,11.005100,609.087300,M4_2,21756.532499
118,DN733,11.005100,609.087300,M4_2,21756.532499
118,DN734,11.005100,609.087300,M4_2,22898.651261
118,DN734,11.005100,609.087300,M4_2,22898.651261
119,DN1686,12.068400,609.088500,M4_54,8760.881936
119,DN1689,12.068400,609.088500,M4_54,7700.437866
119,DN732,12.068400,609.088500,M4_54,10562.872772
119,DN733,12.068400,609.088500,M4_54,9802.910255
119,DN734,12.068400,609.088500,M4_54,6593.031975
120,DN1686,11.117000,609.144400,M4_58,60.520000
120,DN1689,11.117000,609.144400,M4_58,82.238751
120,DN732,11.117000,609.144400,M4_58,6643.294077
120,DN733,11.117000,609.144400,M4_58,8351.119160
120,DN734,11.117000,609.144400,M4_58,8337.752537
121,DN1686,10.826200,610.090800,M4_31,5563.640834
121,DN1686,10.826200,610.090800,M4_31,5563.640834
121,DN1689,10.826200,610.090800,M4_31,2182.642192
121,DN1689,10.826200,610.090800,M4_31,2182.642192
121,DN732,10.826200,610.090800,M4_31,4339.446973
121,DN732,10.826200,610.090800,M4_31,4339.446973
121,DN733,10.826200,610.090800,M4_31,4575.143656
121,DN733,10.826200,610.090800,M4_31,4575.143656
121,DN734,10.826200,610.090800,M4_31,6788.223839
121,DN734,10.826200,610.090800,M4_31,6788.223839
122,DN1686,12.073500,610.091300,M4_54,2349.494748
122,DN1689,12.073500,610.091300,M4_54,2089.699394
122,DN732,12.073500,610.091300,M4_54,3075.166568
122,DN733,12.073500,610.091300,M4_54,3266.388950
122,DN734,12.073500,610.091300,M4_54,1918.715162
123,DN1686,7.856300,625.081900,M4_118,572.563550
123,DN1689,7.856300,625.081900,M4_118,656.787020
123,DN732,7.856300,625.081900,M4_118,3427.045224
123,DN733,7.856300,625.081900,M4_118,827.407932
123,DN734,7.856300,625.081900,M4_118,36.092947
124,DN1686,10.743700,634.082600,M4_64,15093.470571
124,DN1689,10.743700,634.082600,M4_64,5875.784758
124,DN732,10.743700,634.082600,M4_64,8500.804527
124,DN733,10.743700,634.082600,M4_64,7263.330666
124,DN734,10.743700,634.082600,M4_64,8036.327082
125,DN1686,10.736900,635.087500,M4_6,5082.368158
125,DN1689,10.736900,635.087500,M4_6,1899.451152
125,DN732,10.736900,635.087500,M4_6,2877.298998
125,DN733,10.736900,635.087500,M4_6,2234.606582
125,DN734,10.736900,635.087500,M4_6,2796.748168
126,DN1686,10.722300,636.097700,M4_6,60879.989986
126,DN1689,10.722300,636.097700,M4_6,38944.109061
126,DN732,10.722300,636.097700,M4_6,65542.381225
126,DN733,10.722300,636.097700,M4_6,52806.311253
126,DN734,10.722300,636.097700,M4_6,63657.926623
127,DN1686,12.044500,636.098800,M4_69,14074.603507
127,DN1689,12.044500,636.098800,M4_69,3699.022819
127,DN732,12.044500,636.098800,M4_69,8768.792605
127,DN733,12.044500,636.098800,M4_69,5514.425210
127,DN734,12.044500,636.098800,M4_69,15509.291664
128,DN1686,10.212100,636.099300,M4_96,7083.045872
128,DN1689,10.212100,636.099300,M4_96,3335.682480
128,DN732,10.212100,636.099300,M4_96,7167.089951
128,DN733,10.212100,636.099300,M4_96,4254.801947
128,DN734,10.212100,636.099300,M4_96,9216.615573
129,DN1686,10.721000,637.101400,M4_6,19476.265474
129,DN1689,10.721000,637.101400,M4_6,11800.871855
129,DN732,10.721000,637.101400,M4_6,20897.338211
129,DN733,10.721000,637.101400,M4_6,16983.264057
129,DN734,10.721000,637.101400,M4_6,20487.682665
130,DN1686,10.723600,638.103800,M4_6,4101.559287
130,DN1689,10.723600,638.103800,M4_6,2587.599091
130,DN732,10.723600,638.103800,M4_6,4760.166900
130,DN733,10.723600,638.103800,M4_6,4230.186671
130,DN734,10.723600,638.103800,M4_6,4611.272361
131,DN1686,10.740200,652.093500,M4_6,5171.836298
131,DN1689,10.740200,652.093500,M4_6,2252.095221
131,DN732,10.740200,652.093500,M4_6,4989.246942
131,DN733,10.740200,652.093500,M4_6,3207.085654
131,DN734,10.740200,652.093500,M4_6,4294.882198
132,DN1686,10.722500,658.080100,M4_6,5854.959351
132,DN1689,10.722500,658.080100,M4_6,5664.701183
132,DN732,10.722500,658.080100,M4_6,4385.636351
132,DN733,10.722500,658.080100,M4_6,4091.055136
132,DN734,10.722500,658.080100,M4_6,5444.699127
133,DN1686,6.493200,665.162000,M4_1,30415.688700
133,DN1689,6.493200,665.162000,M4_1,29167.961981
133,DN732,6.493200,665.162000,M4_1,30405.493153
133,DN733,6.493200,665.162000,M4_1,28128.945260
133,DN734,6.493200,665.162000,M4_1,20762.265646
134,DN1686,6.493200,666.165900,M4_1,9731.682736
134,DN1689,6.493200,666.165900,M4_1,9329.083595
134,DN732,6.493200,666.165900,M4_1,10458.097056
134,DN733,6.493200,666.165900,M4_1,8958.076199
134,DN734,6.493200,666.165900,M4_1,7349.201870
135,DN1686,10.742100,670.103700,M4_6,5831.936598
135,DN1689,10.742100,670.103700,M4_6,2469.990701
135,DN732,10.742100,670.103700,M4_6,4855.861686
135,DN733,10.742100,670.103700,M4_6,3791.941425
135,DN734,10.742100,670.103700,M4_6,3847.405547
136,DN1686,6.502300,679.140500,M4_1,3493.632918
136,DN1689,6.502300,679.140500,M4_1,2256.224238
136,DN732,6.502300,679.140500,M4_1,5549.688588
136,DN733,6.502300,679.140500,M4_1,4644.838999
136,DN734,6.502300,679.140500,M4_1,3446.024852
137,DN1686,6.490600,687.143800,M4_1,3490.456273
137,DN1689,6.490600,687.143800,M4_1,6592.267587
137,DN732,6.490600,687.143800,M4_1,4181.060270
137,DN733,6.490600,687.143800,M4_1,3326.291543
137,DN734,6.490600,687.143800,M4_1,2791.487867
138,DN1686,10.720600,689.010700,M4_6,6153.646837
138,DN1689,10.720600,689.010700,M4_6,1946.416700
138,DN732,10.720600,689.010700,M4_6,6789.727701
138,DN733,10.720600,689.010700,M4_6,5449.236419
138,DN734,10.720600,689.010700,M4_6,6246.102773
139,DN1686,6.496800,718.074100,M4_1,11845.025797
139,DN1689,6.496800,718.074100,M4_1,8152.076277
139,DN732,6.496800,718.074100,M4_1,14647.086217
139,DN733,6.496800,718.074100,M4_1,12246.608463
139,DN734,6.496800,718.074100,M4_1,7880.621510
140,DN1686,6.496800,719.079200,M4_1,7375.824441
140,DN1689,6.496800,719.079200,M4_1,5102.953827
140,DN732,6.496800,719.079200,M4_1,9097.054254
140,DN733,6.496800,719.079200,M4_1,7542.428773
140,DN734,6.496800,719.079200,M4_1,4407.352219
141,DN1686,10.501500,743.110900,M4_91,5103.072165
141,DN1689,10.501500,743.110900,M4_91,5409.427635
141,DN732,10.501500,743.110900,M4_91,6056.470507
141,DN733,10.501500,743.110900,M4_91,6321.148395
141,DN734,10.501500,743.110900,M4_91,2716.930734
142,DN1686,13.278000,761.097600,M4_111,1671.200497
142,DN1689,13.278000,761.097600,M4_111,665.412307
142,DN732,13.278000,761.097600,M4_111,933.514859
142,DN733,13.278000,761.097600,M4_111,667.429335
142,DN734,13.278000,761.097600,M4_111,3232.911705
143,DN1686,12.041300,788.109600,M4_69,10043.251235
143,DN1689,12.041300,788.109600,M4_69,2960.228644
143,DN732,12.041300,788.109600,M4_69,7986.382447
143,DN733,12.041300,788.109600,M4_69,3980.408627
143,DN734,12.041300,788.109600,M4_69,16844.765194
144,DN1686,12.057600,789.115900,M4_54,2787.319702
144,DN1689,12.057600,789.115900,M4_54,698.605966
144,DN732,12.057600,789.115900,M4_54,2320.741219
144,DN733,12.057600,789.115900,M4_54,1204.455519
144,DN734,12.057600,789.115900,M4_54,4268.357865
145,DN1686,21.983200,821.395700,M4_131,17.130811
145,DN1689,21.983200,821.395700,M4_131,180.832786
145,DN732,21.983200,821.395700,M4_131,5786.523394
145,DN733,21.983200,821.395700,M4_131,7202.693942
145,DN734,21.983200,821.395700,M4_131,6523.829098
146,DN1686,21.985200,822.398300,M4_131,0.000000
146,DN1689,21.985200,822.398300,M4_131,56.133553
146,DN732,21.985200,822.398300,M4_131,2613.417293
146,DN733,21.985200,822.398300,M4_131,1840.341436
146,DN734,21.985200,822.398300,M4_131,2326.520298
147,DN1686,9.069500,912.135300,M4_129,356.223981
147,DN1686,9.069500,912.135300,M4_129,356.223981
147,DN1689,9.069500,912.135300,M4_129,1899.714222
147,DN1689,9.069500,912.135300,M4_129,1899.714222
147,DN732,9.069500,912.135300,M4_129,2829.542691
147,DN732,9.069500,912.135300,M4_129,2829.542691
147,DN733,9.069500,912.135300,M4_129,4457.959588
147,DN733,9.069500,912.135300,M4_129,4457.959588
147,DN734,9.069500,912.135300,M4_129,459.356870
147,DN734,9.069500,912.135300,M4_129,459.356870
148,DN1686,9.073700,912.637200,M4_89,1316.329212
148,DN1689,9.073700,912.637200,M4_89,3871.320495
148,DN732,9.073700,912.637200,M4_89,3316.144382
148,DN733,9.073700,912.637200,M4_89,3952.386375
148,DN734,9.073700,912.637200,M4_89,681.199449
149,DN1686,8.381000,913.145400,M4_34,11896.952921
149,DN1689,8.381000,913.145400,M4_34,12204.352536
149,DN732,8.381000,913.145400,M4_34,17436.448695
149,DN733,8.381000,913.145400,M4_34,18786.533433
149,DN734,8.381000,913.145400,M4_34,6150.020983
150,DN1686,10.788500,913.141700,M4_101,1384.063603
150,DN1689,10.788500,913.141700,M4_101,2641.230767
150,DN732,10.788500,913.141700,M4_101,2032.223957
150,DN733,10.788500,913.141700,M4_101,2865.172297
150,DN734,10.788500,913.141700,M4_101,474.055053
151,DN1686,8.381000,914.148700,M4_34,4927.329688
151,DN1689,8.381000,914.148700,M4_34,5420.094952
151,DN732,8.381000,914.148700,M4_34,7967.209780
151,DN733,8.381000,914.148700,M4_34,8707.545508
151,DN734,8.381000,914.148700,M4_34,2396.198460
152,DN1686,8.383900,915.152000,M4_34,479.391142
152,DN1689,8.383900,915.152000,M4_34,760.189467
152,DN732,8.383900,915.152000,M4_34,2429.925221
152,DN733,8.383900,915.152000,M4_34,2603.911263
152,DN734,8.383900,915.152000,M4_34,488.726429
153,DN1686,10.963600,927.180300,M4_68,3890.652258
153,DN1689,10.963600,927.180300,M4_68,1840.425404
153,DN732,10.963600,927.180300,M4_68,2737.098292
153,DN733,10.963600,927.180300,M4_68,1279.679567
153,DN734,10.963600,927.180300,M4_68,1061.406410
154,DN1686,9.002300,969.182000,M4_3,13849.593253
154,DN1689,9.002300,969.182000,M4_3,8794.088779
154,DN732,9.002300,969.182000,M4_3,17977.197403
154,DN733,9.002300,969.182000,M4_3,13851.708001
154,DN734,9.002300,969.182000,M4_3,7703.234758
155,DN1686,9.004600,970.185000,M4_3,6452.923146
155,DN1689,9.004600,970.185000,M4_3,3957.249842
155,DN732,9.004600,970.185000,M4_3,8747.825991
155,DN733,9.004600,970.185000,M4_3,6671.490246
155,DN734,9.004600,970.185000,M4_3,4031.132138
156,DN1686,8.998700,971.188200,M4_3,1900.389438
156,DN1689,8.998700,971.188200,M4_3,1139.439139
156,DN732,8.998700,971.188200,M4_3,2696.116913
156,DN733,8.998700,971.188200,M4_3,2111.011189
156,DN734,8.998700,971.188200,M4_3,1162.614887
157,DN1686,9.001600,1022.093300,M4_3,2016.818102
157,DN1689,9.001600,1022.093300,M4_3,933.327776
157,DN732,9.001600,1022.093300,M4_3,3638.311631
157,DN733,9.001600,1022.093300,M4_3,3958.548753
157,DN734,9.001600,1022.093300,M4_3,2006.572936
158,DN1686,9.003400,1023.098400,M4_3,1868.146953
158,DN1689,9.003400,1023.098400,M4_3,781.647769
158,DN732,9.003400,1023.098400,M4_3,3020.562956
158,DN733,9.003400,1023.098400,M4_3,2730.660993
158,DN734,9.003400,1023.098400,M4_3,990.689423
159,DN1686,9.157300,1140.174100,M4_84,2371.366398
159,DN1689,9.157300,1140.174100,M4_84,4639.394132
159,DN732,9.157300,1140.174100,M4_84,1258.806123
159,DN733,9.157300,1140.174100,M4_84,2133.189410
159,DN734,9.157300,1140.174100,M4_84,314.901854
160,DN1686,9.492900,1140.171600,M4_119,858.450416
160,DN1689,9.492900,1140.171600,M4_119,2825.739466
160,DN732,9.492900,1140.171600,M4_119,599.612107
160,DN733,9.492900,1140.171600,M4_119,916.552576
160,DN734,9.492900,1140.171600,M4_119,221.825085
161,DN1686,9.500000,1140.671400,M4_119,1316.149529
161,DN1689,9.500000,1140.671400,M4_119,3306.402512
161,DN732,9.500000,1140.671400,M4_119,910.742877
161,DN733,9.500000,1140.671400,M4_119,1326.969129
161,DN734,9.500000,1140.671400,M4_119,214.401403
162,DN1686,9.153300,1140.674200,M4_84,2801.907920
162,DN1689,9.153300,1140.674200,M4_84,5442.062284
162,DN732,9.153300,1140.674200,M4_84,1771.457761
162,DN733,9.153300,1140.674200,M4_84,2284.077403
162,DN734,9.153300,1140.674200,M4_84,385.126918
163,DN1686,9.149800,1141.176600,M4_84,1560.191333
163,DN1689,9.149800,1141.176600,M4_84,3656.352180
163,DN732,9.149800,1141.176600,M4_84,726.489876
163,DN733,9.149800,1141.176600,M4_84,904.974655
163,DN734,9.149800,1141.176600,M4_84,210.098864
164,DN1420,9.316300,125.024400,T69_3,2926.280906
164,DN1421,9.316300,125.024400,T69_3,1356.722736
164,DN1422,9.316300,125.024400,T69_3,4086.753585
164,DN1423,9.316300,125.024400,T69_3,3048.690213
164,DN1521,9.316300,125.024400,T69_3,3786.023101
165,DN1420,2.429800,137.009600,T69_5,18325.013436
165,DN1420,2.429800,137.009600,T69_5,18325.013436
165,DN1421,2.429800,137.009600,T69_5,18984.274301
165,DN1421,2.429800,137.009600,T69_5,18984.274301
165,DN1422,2.429800,137.009600,T69_5,43029.167477
165,DN1422,2.429800,137.009600,T69_5,43029.167477
165,DN1423,2.429800,137.009600,T69_5,29284.513521
165,DN1423,2.429800,137.009600,T69_5,29284.513521
165,DN1521,2.429800,137.009600,T69_5,4505.845926
165,DN1521,2.429800,137.009600,T69_5,4505.845926
166,DN1420,3.151200,137.009800,T69_131,17850.493587
166,DN1420,3.151200,137.009800,T69_131,17850.493587
166,DN1420,3.151200,137.009800,T69_131,17850.493587
166,DN1420,3.151200,137.009800,T69_131,17850.493587
166,DN1421,3.151200,137.009800,T69_131,13021.877292
166,DN1421,3.151200,137.009800,T69_131,13021.877292
166,DN1421,3.151200,137.009800,T69_131,13021.877292
166,DN1421,3.151200,137.009800,T69_131,13021.877292
166,DN1422,3.151200,137.009800,T69_131,12895.596701
166,DN1422,3.151200,137.009800,T69_131,12895.596701
166,DN1422,3.151200,137.009800,T69_131,12895.596701
166,DN1422,3.151200,137.009800,T69_131,12895.596701
166,DN1423,3.151200,137.009800,T69_131,33036.553384
166,DN1423,3.151200,137.009800,T69_131,33036.553384
166,DN1423,3.151200,137.009800,T69_131,33036.553384
166,DN1423,3.151200,137.009800,T69_131,33036.553384
166,DN1521,3.151200,137.009800,T69_131,504.603324
166,DN1521,3.151200,137.009800,T69_131,504.603324
166,DN1521,3.151200,137.009800,T69_131,504.603324
166,DN1521,3.151200,137.009800,T69_131,504.603324
167,DN1420,1.698000,137.009400,T69_285,23997.381339
167,DN1421,1.698000,137.009400,T69_285,25428.888015
167,DN1422,1.698000,137.009400,T69_285,19005.060862
167,DN1423,1.698000,137.009400,T69_285,12275.146135
167,DN1521,1.698000,137.009400,T69_285,113.405040
168,DN1420,4.803600,137.009600,T69_8,11285.660268
168,DN1420,4.803600,137.009600,T69_8,11285.660268
168,DN1420,4.803600,137.009600,T69_8,11285.660268
168,DN1421,4.803600,137.009600,T69_8,9402.282394
168,DN1421,4.803600,137.009600,T69_8,9402.282394
168,DN1421,4.803600,137.009600,T69_8,9402.282394
168,DN1422,4.803600,137.009600,T69_8,8655.214146
168,DN1422,4.803600,137.009600,T69_8,8655.214146
168,DN1422,4.803600,137.009600,T69_8,8655.214146
168,DN1423,4.803600,137.009600,T69_8,17240.195977
168,DN1423,4.803600,137.009600,T69_8,17240.195977
168,DN1423,4.803600,137.009600,T69_8,17240.195977
168,DN1521,4.803600,137.009600,T69_8,519.160494
168,DN1521,4.803600,137.009600,T69_8,519.160494
168,DN1521,4.803600,137.009600,T69_8,519.160494
169,DN1420,1.135500,137.009700,T69_33,25381.914761
169,DN1421,1.135500,137.009700,T69_33,4417.761353
169,DN1422,1.135500,137.009700,T69_33,11948.681514
169,DN1423,1.135500,137.009700,T69_33,12680.692656
169,DN1521,1.135500,137.009700,T69_33,101.831270
170,DN1420,5.303800,137.009400,T69_9,22113.582865
170,DN1420,5.303800,137.009400,T69_9,22113.582865
170,DN1421,5.303800,137.009400,T69_9,11921.732055
170,DN1421,5.303800,137.009400,T69_9,11921.732055
170,DN1422,5.303800,137.009400,T69_9,2022.386406
170,DN1422,5.303800,137.009400,T69_9,2022.386406
170,DN1423,5.303800,137.009400,T69_9,12877.207116
170,DN1423,5.303800,137.009400,T69_9,12877.207116
170,DN1521,5.303800,137.009400,T69_9,1664.754723
170,DN1521,5.303800,137.009400,T69_9,1664.754723
171,DN1420,4.432500,137.009400,T69_125,12885.890743
171,DN1420,4.432500,137.009400,T69_125,12885.890743
171,DN1421,4.432500,137.009400,T69_125,5736.848061
171,DN1421,4.432500,137.009400,T69_125,5736.848061
171,DN1422,4.432500,137.009400,T69_125,12946.373346
171,DN1422,4.432500,137.009400,T69_125,12946.373346
171,DN1423,4.432500,137.009400,T69_125,27060.229203
171,DN1423,4.432500,137.009400,T69_125,27060.229203
171,DN1521,4.432500,137.009400,T69_125,1680.648656
171,DN1521,4.432500,137.009400,T69_125,1680.648656
172,DN1420,3.451500,137.010100,T69_44,26908.896467
172,DN1420,3.451500,137.010100,T69_44,26908.896467
172,DN1421,3.451500,137.010100,T69_44,19112.285838
172,DN1421,3.451500,137.010100,T69_44,19112.285838
172,DN1422,3.451500,137.010100,T69_44,14408.118716
172,DN1422,3.451500,137.010100,T69_44,14408.118716
172,DN1423,3.451500,137.010100,T69_44,14420.559554
172,DN1423,3.451500,137.010100,T69_44,14420.559554
172,DN1521,3.451500,137.010100,T69_44,1059.958770
172,DN1521,3.451500,137.010100,T69_44,1059.958770
173,DN1420,3.849100,137.009500,T69_127,19687.262890
173,DN1420,3.849100,137.009500,T69_127,19687.262890
173,DN1421,3.849100,137.009500,T69_127,16325.796588
173,DN1421,3.849100,137.009500,T69_127,16325.796588
173,DN1422,3.849100,137.009500,T69_127,14899.024626
173,DN1422,3.849100,137.009500,T69_127,14899.024626
173,DN1423,3.849100,137.009500,T69_127,18958.610412
173,DN1423,3.849100,137.009500,T69_127,18958.610412
173,DN1521,3.849100,137.009500,T69_127,2679.799866
173,DN1521,3.849100,137.009500,T69_127,2679.799866
174,DN1420,7.614000,163.040500,T69_297,4909.895847
174,DN1421,7.614000,163.040500,T69_297,632.983120
174,DN1422,7.614000,163.040500,T69_297,874.375877
174,DN1423,7.614000,163.040500,T69_297,1788.858361
174,DN1521,7.614000,163.040500,T69_297,390.688404
175,DN1420,9.320500,166.999100,T69_3,4124.378562
175,DN1421,9.320500,166.999100,T69_3,2602.691866
